Gliederung;FKS;DQR_Niveau;gueltigVon;gueltigBis
A03;28600;4;;
A03;28700;3;;
A03;29000;4;;
A03;29300;4;;
A03;29400;4;;
A03;29600;4;;
A03;29700;4;;
A03;29800;4;;
A03;29901;4;;
A03;29902;4;;
A03;30200;4;;
A03;30501;4;;
A03;30502;4;;
A03;30700;4;;
A03;30800;4;;
A03;31000;4;;
A03;31100;4;;
A03;32000;4;;
A03;32200;4;;
A03;32400;4;;
A03;32500;4;;
A03;32600;4;;
A03;32800;4;;
A03;32905;4;;
A03;32906;4;;
A03;32907;4;;
A03;33000;4;;
A03;33400;4;;
A03;33500;4;;
A03;33600;4;;
A03;33705;4;;
A03;33706;4;;
A03;33707;4;;
A03;33801;4;;
A03;33802;4;;
A03;33803;4;;
A03;33903;4;;
A03;33905;4;;
A03;33906;4;;
A03;34001;4;;
A03;34002;4;;
A03;34003;4;;
A03;34100;4;;
A03;34300;3;;
A03;34400;4;;
A03;34500;4;;
A03;35000;3;;
A03;35100;4;;
A03;35200;4;;
A03;35701;4;;
A03;35702;4;;
A03;35703;4;;
A03;35800;4;;
A03;35901;4;;
A03;35902;4;;
A03;36100;4;;
A03;36200;4;;
A03;36500;4;;
A03;36600;4;;
A03;36700;4;;
A03;36806;4;;
A03;36807;4;;
A03;36808;4;;
A03;36809;4;;
A03;36810;4;;
A03;37000;4;;
A03;37100;4;;
A03;37200;4;;
A03;37300;3;;
A03;37400;4;;
A03;37600;4;;
A03;38000;4;;
A03;38100;4;;
A03;38300;4;;
A03;38800;4;;
A03;38900;4;;
A03;39000;3;;
A03;39100;4;;
A03;39301;4;;
A03;39302;4;;
A03;39303;4;;
A03;39601;4;;
A03;39602;4;;
A03;39800;4;;
A03;40000;3;;
A03;40300;4;;
A03;40400;4;;
A03;40700;4;;
A03;40800;4;;
A03;41200;4;;
A03;41300;4;;
A03;41500;4;;
A03;41601;4;;
A03;41602;4;;
A03;41603;4;;
A03;41604;4;;
A03;41605;4;;
A03;41800;4;;
A03;41900;4;;
A03;42300;4;;
A03;42500;4;;
A03;42700;4;;
A03;42800;4;;
A03;42900;4;;
A03;43100;4;;
A03;43200;4;;
A03;43400;4;;
A03;43800;4;;
A03;43901;4;;
A03;43902;4;;
A03;43904;4;;
A03;43905;4;;
A03;43907;4;;
A03;44000;3;;
A03;44200;4;;
A03;44600;4;;
A03;44901;4;;
A03;44902;4;;
A03;45000;3;;
A03;45050;3;;
A03;45051;3;;
A03;45052;3;;
A03;45053;3;;
A03;45201;4;;
A03;45202;4;;
A03;45203;4;;
A03;45301;4;;
A03;45302;4;;
A03;45303;4;;
A03;45304;4;;
A03;45305;4;;
A03;45400;4;;
A03;45500;4;;
A03;45600;4;;
A03;45903;4;;
A03;46000;4;;
A03;46100;4;;
A03;46101;4;;
A03;46102;4;;
A03;46103;4;;
A03;46104;4;;
A03;46105;4;;
A03;46106;4;;
A03;46107;4;;
A03;46200;4;;
A03;46300;3;;
A03;46501;4;;
A03;46502;4;;
A03;46801;4;;
A03;46802;4;;
A03;46803;4;;
A03;46804;4;;
A03;46805;4;;
A03;46806;4;;
A03;46807;4;;
A03;46808;4;;
A03;46809;4;;
A03;47001;4;;
A03;47002;4;;
A03;47200;4;;
A03;47700;4;;
A03;48000;4;;
A03;48001;4;;
A03;48002;4;;
A03;48003;4;;
A03;48004;4;;
A03;48200;4;;
A03;48300;4;;
A03;48500;4;;
A03;48700;4;;
A03;48800;4;;
A03;49100;4;;
A03;49101;4;;
A03;49102;4;;
A03;49201;4;;
A03;49202;4;;
A03;49301;4;;
A03;49302;4;;
A03;49400;4;;
A03;49500;4;;
A03;49600;4;;
A03;49800;4;;
A03;49900;4;;
A03;50000;4;;
A03;50100;4;;
A03;50200;4;;
A03;50300;4;;
A03;50400;4;;
A03;50500;4;;
A03;50600;4;;
A03;50700;4;;
A03;50800;4;;
A03;50900;4;;
A03;51000;4;;
A03;51100;4;;
A03;51200;4;;
A03;51300;4;;
A03;51400;4;;
A03;51500;4;;
A03;51600;4;;
A03;51700;4;;
A03;51801;4;;
A03;51802;4;;
A03;51803;4;;
A03;51804;4;;
A03;51901;4;;
A03;51902;4;;
A03;51903;4;;
A03;51904;4;;
A03;51905;4;;
A03;51906;4;;
A03;52000;4;;
A03;52101;4;;
A03;52102;4;;
A03;52103;4;;
A03;52104;4;;
A03;52200;4;;
A03;52300;4;;
A03;52400;4;;
A03;52500;3;;
A03;52600;4;;
A03;52700;4;;
A03;52800;3;;
A03;52900;3;;
A03;53000;4;;
A03;53150;3;;
A03;53151;3;;
A03;53152;3;;
A03;53153;3;;
A03;53154;3;;
A03;53200;4;;
A03;53301;4;;
A03;53302;4;;
A03;53400;4;;
A03;53500;4;;
A03;53600;3;;
A03;53700;4;;
A03;53800;3;;
A03;53900;4;;
A03;54000;3;;
A03;54100;4;;
A03;54200;4;;
A03;54300;4;;
A03;54400;4;;
A03;54500;4;;
A03;54600;3;;
A03;54700;4;;
A03;54800;4;;
A03;54900;3;;
A03;55001;4;;
A03;55002;4;;
A03;55100;4;;
A03;55200;4;;
A03;55350;4;;
A03;55351;4;;
A03;55352;4;;
A03;55400;4;;
A03;55500;4;;
A03;55601;4;;
A03;55602;4;;
A03;55700;4;;
A03;55800;3;;
A03;55900;4;;
A03;56000;4;;
A03;56100;4;;
A03;56200;4;;
A03;56300;4;;
A03;56400;4;;
A03;56500;4;;
A03;56600;4;;
A03;56700;3;;
A03;56801;3;;
A03;56802;3;;
A03;56901;4;;
A03;56902;4;;
A03;57000;4;;
A03;57100;4;;
A03;57200;4;;
A03;57300;4;;
A03;57400;3;;
A03;57500;4;;
A03;57600;4;;
A03;57700;3;;
A03;57800;3;;
A03;57900;4;;
A03;58000;4;;
A03;58100;4;;
A03;58200;4;;
A03;58300;4;;
A03;58400;4;;
A03;58501;4;;
A03;58502;4;;
A03;58601;3;;
A03;58602;3;;
A03;58701;4;;
A03;58702;4;;
A03;58703;4;;
A03;58800;4;;
A03;58900;4;;
A03;59000;3;;
A03;59100;4;;
A03;59200;4;;
A03;59300;4;;
A03;59400;4;;
A03;59500;3;;
A03;59600;4;;
A03;59701;4;;
A03;59702;4;;
A03;59703;4;;
A03;59704;4;;
A03;59705;4;;
A03;59706;4;;
A03;59801;4;;
A03;59802;4;;
A03;59803;4;;
A03;59900;4;;
A03;60000;4;;
A03;60101;3;;
A03;60102;3;;
A03;60103;3;;
A03;60104;3;;
A03;60200;4;;
A03;60300;4;;
A03;60400;4;;
A03;60500;4;;
A03;60600;4;;
A03;60700;4;;
A03;60800;4;;
A03;60900;4;;
A03;61000;4;;
A03;61101;4;;
A03;61102;4;;
A03;80100;4;;
A03;80200;4;;
A03;80300;4;;
A03;80400;4;;
A03;80500;3;;
A03;80800;4;;
A03;80900;4;;
A03;81000;4;;
A03;81100;3;;
A03;81300;4;;
A03;81400;4;;
A03;81500;3;;
A03;81600;3;;
A03;81700;3;;
A03;81800;4;;
A03;81900;4;;
A03;82200;4;;
A03;82300;3;;
A03;82400;3;;
A03;82500;4;;
A03;82600;3;;
A03;82700;4;;
A03;82800;4;;
A03;83000;4;;
A03;83100;3;;
A03;83200;3;;
A03;83300;3;;
A03;83400;3;;
A03;83500;4;;
A03;83600;4;;
A03;83700;4;;
A03;83800;4;;
A03;83900;3;;
A03;84000;4;;
A03;84200;4;;
A03;84300;3;;
A03;84400;3;;
A03;84701;3;;
A03;84702;3;;
A03;84800;3;;
A03;84900;3;;
A03;85100;4;;
A03;85201;4;;
A03;85202;4;;
A03;85300;3;;
A03;85401;3;;
A03;85402;3;;
A03;85403;3;;
A03;85404;3;;
A03;85500;4;;
A03;85600;4;;
A03;85700;3;;
A03;85900;4;;
A03;86100;4;;
A03;86200;4;;
A03;86300;4;;
A03;86400;4;;
A03;86500;3;;
A03;86600;4;;
A03;86700;4;;
A03;86800;4;;
A03;86900;4;;
A03;87000;3;;
A03;87100;4;;
A03;87200;4;;
A03;87300;4;;
A03;87400;4;;
A03;87500;4;;
A03;87600;4;;
A03;87700;3;;
A03;87800;4;;
A03;87900;4;;
A03;88000;3;;
A03;88100;4;;
A03;88200;4;;
A03;88300;4;;
A03;88400;4;;
A03;88500;4;;
A03;88600;4;;
A03;88700;4;;
A03;88800;3;;
A03;88900;3;;
A03;89000;3;;
A03;89100;4;;
A03;99901;4;;
A03;99902;4;;
A03;99903;4;;
A03;99904;4;;
A03;99905;4;;
A03;99906;4;;
A03;99907;4;;
A03;99908;4;;
A03;99909;4;;
A03;99910;4;;
A03;99911;4;;
A03;99912;4;;
A03;99913;4;;
A04;10100;4;;
A04;10104;4;;
A04;10300;4;;
A04;10501;4;;
A04;10502;4;;
A04;10503;4;;
A04;10504;4;;
A04;10505;4;;
A04;10600;4;;
A04;10700;3;;
A04;10750;3;;
A04;10751;3;;
A04;10752;3;;
A04;10753;3;;
A04;10754;3;;
A04;10755;3;;
A04;10800;4;;
A04;11000;4;;
A04;11300;4;;
A04;11400;4;;
A04;11500;4;;
A04;11600;4;;
A04;11700;4;;
A04;11800;4;;
A04;12201;3;;
A04;12202;3;;
A04;12500;4;;
A04;12600;4;;
A04;12700;4;;
A04;12900;4;;
A04;13000;4;;
A04;13100;4;;
A04;13200;4;;
A04;13400;4;;
A04;13401;4;;
A04;13402;4;;
A04;13500;4;;
A04;13600;4;;
A04;13700;4;;
A04;13900;4;;
A04;14000;4;;
A04;14100;4;;
A04;14200;4;;
A04;14400;4;;
A04;14501;4;;
A04;14502;4;;
A04;14700;4;;
A04;14800;3;;
A04;15000;4;;
A04;15100;4;;
A04;15201;4;;
A04;15202;4;;
A04;15500;4;;
A04;15600;4;;
A04;15700;4;;
A04;15900;3;;
A04;16000;3;;
A04;16101;4;;
A04;16102;4;;
A04;16300;4;;
A04;16700;4;;
A04;16800;4;;
A04;16900;4;;
A04;17000;4;;
A04;17100;4;;
A04;17101;4;;
A04;17102;4;;
A04;17200;4;;
A04;17701;4;;
A04;17702;4;;
A04;17703;4;;
A04;17704;4;;
A04;17705;4;;
A04;17706;4;;
A04;17707;4;;
A04;17708;4;;
A04;17709;4;;
A04;18000;4;;
A04;18100;4;;
A04;18200;4;;
A04;18301;4;;
A04;18302;4;;
A04;18303;4;;
A04;18304;4;;
A04;18305;4;;
A04;18400;4;;
A04;18701;4;;
A04;18702;4;;
A04;18900;4;;
A04;19000;4;;
A04;19101;4;;
A04;19102;4;;
A04;19103;4;;
A04;19104;4;;
A04;19300;4;;
A04;19400;4;;
A04;19500;3;;
A04;20000;4;;
A04;20100;3;;
A04;20300;4;;
A04;20700;4;;
A04;20800;4;;
A04;20900;4;;
A04;21000;4;;
A04;21100;4;;
A04;21200;4;;
A04;21300;4;;
A04;21400;4;;
A04;21600;4;;
A04;21700;4;;
A04;21900;4;;
A04;22001;4;;
A04;22002;4;;
A04;22003;4;;
A04;22200;4;;
A04;22300;4;;
A04;22500;3;;
A04;22600;4;;
A04;22700;3;;
A04;22800;4;;
A04;23201;4;;
A04;23203;4;;
A04;23204;4;;
A04;23205;4;;
A04;23206;4;;
A04;23207;4;;
A04;23208;4;;
A04;23400;4;;
A04;23500;4;;
A04;23700;4;;
A04;23801;4;;
A04;23802;4;;
A04;23803;4;;
A04;24000;4;;
A04;24101;4;;
A04;24102;4;;
A04;24103;4;;
A04;24201;4;;
A04;24202;4;;
A04;24400;4;;
A04;24700;4;;
A04;24801;4;;
A04;24802;4;;
A04;24803;4;;
A04;24900;4;;
A04;25001;4;;
A04;25002;4;;
A04;25003;4;;
A04;25100;4;;
A04;25600;4;;
A04;25700;4;;
A04;26000;3;;
A04;26050;3;;
A04;26051;3;;
A04;26052;3;;
A04;26200;4;;
A04;26300;4;;
A04;26400;4;;
A04;26510;4;;
A04;26511;4;;
A04;26600;4;;
A04;26700;4;;
A04;26800;4;;
A04;26900;4;;
A04;27203;4;;
A04;27204;4;;
A04;27205;4;;
A04;27206;4;;
A04;27400;4;;
A04;27500;4;;
A04;27600;4;;
A04;27700;4;;
A04;27900;4;;
A04;28000;4;;
A04;28300;3;;
A04;28600;4;;
A04;28700;3;;
A04;29000;4;;
A04;29300;4;;
A04;29400;4;;
A04;29600;4;;
A04;29700;4;;
A04;29800;4;;
A04;29901;4;;
A04;29902;4;;
A04;30200;4;;
A04;30501;4;;
A04;30502;4;;
A04;30700;4;;
A04;30800;4;;
A04;31000;4;;
A04;31100;4;;
A04;32000;4;;
A04;32200;4;;
A04;32400;4;;
A04;32500;4;;
A04;32600;4;;
A04;32800;4;;
A04;32905;4;;
A04;32906;4;;
A04;32907;4;;
A04;33000;4;;
A04;33400;4;;
A04;33500;4;;
A04;33600;4;;
A04;33705;4;;
A04;33706;4;;
A04;33707;4;;
A04;33801;4;;
A04;33802;4;;
A04;33803;4;;
A04;33903;4;;
A04;33905;4;;
A04;33906;4;;
A04;34001;4;;
A04;34002;4;;
A04;34003;4;;
A04;34100;4;;
A04;34300;3;;
A04;34400;4;;
A04;34500;4;;
A04;35000;3;;
A04;35100;4;;
A04;35200;4;;
A04;35701;4;;
A04;35702;4;;
A04;35703;4;;
A04;35800;4;;
A04;35901;4;;
A04;35902;4;;
A04;36100;4;;
A04;36200;4;;
A04;36500;4;;
A04;36600;4;;
A04;36700;4;;
A04;36806;4;;
A04;36807;4;;
A04;36808;4;;
A04;36809;4;;
A04;36810;4;;
A04;37000;4;;
A04;37100;4;;
A04;37200;4;;
A04;37300;3;;
A04;37400;4;;
A04;37600;4;;
A04;38000;4;;
A04;38100;4;;
A04;38300;4;;
A04;38800;4;;
A04;38900;4;;
A04;39000;3;;
A04;39100;4;;
A04;39301;4;;
A04;39302;4;;
A04;39303;4;;
A04;39601;4;;
A04;39602;4;;
A04;39800;4;;
A04;40000;3;;
A04;40300;4;;
A04;40400;4;;
A04;40700;4;;
A04;40800;4;;
A04;41200;4;;
A04;41300;4;;
A04;41500;4;;
A04;41601;4;;
A04;41602;4;;
A04;41603;4;;
A04;41604;4;;
A04;41605;4;;
A04;41800;4;;
A04;41900;4;;
A04;42300;4;;
A04;42500;4;;
A04;42700;4;;
A04;42800;4;;
A04;42900;4;;
A04;43100;4;;
A04;43200;4;;
A04;43400;4;;
A04;43800;4;;
A04;43901;4;;
A04;43902;4;;
A04;43904;4;;
A04;43905;4;;
A04;43907;4;;
A04;44000;3;;
A04;44200;4;;
A04;44600;4;;
A04;44901;4;;
A04;44902;4;;
A04;45000;3;;
A04;45050;3;;
A04;45051;3;;
A04;45052;3;;
A04;45053;3;;
A04;45201;4;;
A04;45202;4;;
A04;45203;4;;
A04;45301;4;;
A04;45302;4;;
A04;45303;4;;
A04;45304;4;;
A04;45305;4;;
A04;45400;4;;
A04;45500;4;;
A04;45600;4;;
A04;45903;4;;
A04;46000;4;;
A04;46100;4;;
A04;46101;4;;
A04;46102;4;;
A04;46103;4;;
A04;46104;4;;
A04;46105;4;;
A04;46106;4;;
A04;46107;4;;
A04;46200;4;;
A04;46300;3;;
A04;46501;4;;
A04;46502;4;;
A04;46801;4;;
A04;46802;4;;
A04;46803;4;;
A04;46804;4;;
A04;46805;4;;
A04;46806;4;;
A04;46807;4;;
A04;46808;4;;
A04;46809;4;;
A04;47001;4;;
A04;47002;4;;
A04;47200;4;;
A04;47700;4;;
A04;48000;4;;
A04;48001;4;;
A04;48002;4;;
A04;48003;4;;
A04;48004;4;;
A04;48200;4;;
A04;48300;4;;
A04;48500;4;;
A04;48700;4;;
A04;48800;4;;
A04;49100;4;;
A04;49101;4;;
A04;49102;4;;
A04;49201;4;;
A04;49202;4;;
A04;49301;4;;
A04;49302;4;;
A04;49400;4;;
A04;49500;4;;
A04;49600;4;;
A04;49800;4;;
A04;49900;4;;
A04;50000;4;;
A04;50100;4;;
A04;50200;4;;
A04;50300;4;;
A04;50400;4;;
A04;50500;4;;
A04;50600;4;;
A04;50700;4;;
A04;50800;4;;
A04;50900;4;;
A04;51000;4;;
A04;51100;4;;
A04;51200;4;;
A04;51300;4;;
A04;51400;4;;
A04;51500;4;;
A04;51600;4;;
A04;51700;4;;
A04;51801;4;;
A04;51802;4;;
A04;51803;4;;
A04;51804;4;;
A04;51901;4;;
A04;51902;4;;
A04;51903;4;;
A04;51904;4;;
A04;51905;4;;
A04;51906;4;;
A04;52000;4;;
A04;52101;4;;
A04;52102;4;;
A04;52103;4;;
A04;52104;4;;
A04;52200;4;;
A04;52300;4;;
A04;52400;4;;
A04;52500;3;;
A04;52600;4;;
A04;52700;4;;
A04;52800;3;;
A04;52900;3;;
A04;53000;4;;
A04;53150;3;;
A04;53151;3;;
A04;53152;3;;
A04;53153;3;;
A04;53154;3;;
A04;53200;4;;
A04;53301;4;;
A04;53302;4;;
A04;53400;4;;
A04;53500;4;;
A04;53600;3;;
A04;53700;4;;
A04;53800;3;;
A04;53900;4;;
A04;54000;3;;
A04;54100;4;;
A04;54200;4;;
A04;54300;4;;
A04;54400;4;;
A04;54500;4;;
A04;54600;3;;
A04;54700;4;;
A04;54800;4;;
A04;54900;3;;
A04;55001;4;;
A04;55002;4;;
A04;55100;4;;
A04;55200;4;;
A04;55350;4;;
A04;55351;4;;
A04;55352;4;;
A04;55400;4;;
A04;55500;4;;
A04;55601;4;;
A04;55602;4;;
A04;55700;4;;
A04;55800;3;;
A04;55900;4;;
A04;56000;4;;
A04;56100;4;;
A04;56200;4;;
A04;56300;4;;
A04;56400;4;;
A04;56500;4;;
A04;56600;4;;
A04;56700;3;;
A04;56801;3;;
A04;56802;3;;
A04;56901;4;;
A04;56902;4;;
A04;57000;4;;
A04;57100;4;;
A04;57200;4;;
A04;57300;4;;
A04;57400;3;;
A04;57500;4;;
A04;57600;4;;
A04;57700;3;;
A04;57800;3;;
A04;57900;4;;
A04;58000;4;;
A04;58100;4;;
A04;58200;4;;
A04;58300;4;;
A04;58400;4;;
A04;58501;4;;
A04;58502;4;;
A04;58601;3;;
A04;58602;3;;
A04;58701;4;;
A04;58702;4;;
A04;58703;4;;
A04;58800;4;;
A04;58900;4;;
A04;59000;3;;
A04;59100;4;;
A04;59200;4;;
A04;59300;4;;
A04;59400;4;;
A04;59500;3;;
A04;59600;4;;
A04;59701;4;;
A04;59702;4;;
A04;59703;4;;
A04;59704;4;;
A04;59705;4;;
A04;59706;4;;
A04;59801;4;;
A04;59802;4;;
A04;59803;4;;
A04;59900;4;;
A04;60000;4;;
A04;60101;3;;
A04;60102;3;;
A04;60103;3;;
A04;60104;3;;
A04;60200;4;;
A04;60300;4;;
A04;60400;4;;
A04;60500;4;;
A04;60600;4;;
A04;60700;4;;
A04;60800;4;;
A04;60900;4;;
A04;61000;4;;
A04;61101;4;;
A04;61102;4;;
A04;80100;4;;
A04;80200;4;;
A04;80300;4;;
A04;80400;4;;
A04;80500;3;;
A04;80800;4;;
A04;80900;4;;
A04;81000;4;;
A04;81100;3;;
A04;81300;4;;
A04;81400;4;;
A04;81500;3;;
A04;81600;3;;
A04;81700;3;;
A04;81800;4;;
A04;81900;4;;
A04;82200;4;;
A04;82300;3;;
A04;82400;3;;
A04;82500;4;;
A04;82600;3;;
A04;82700;4;;
A04;82800;4;;
A04;83000;4;;
A04;83100;3;;
A04;83200;3;;
A04;83300;3;;
A04;83400;3;;
A04;83500;4;;
A04;83600;4;;
A04;83700;4;;
A04;83800;4;;
A04;83900;3;;
A04;84000;4;;
A04;84200;4;;
A04;84300;3;;
A04;84400;3;;
A04;84701;3;;
A04;84702;3;;
A04;84800;3;;
A04;84900;3;;
A04;85100;4;;
A04;85201;4;;
A04;85202;4;;
A04;85300;3;;
A04;85401;3;;
A04;85402;3;;
A04;85403;3;;
A04;85404;3;;
A04;85500;4;;
A04;85600;4;;
A04;85700;3;;
A04;85900;4;;
A04;86100;4;;
A04;86200;4;;
A04;86300;4;;
A04;86400;4;;
A04;86500;3;;
A04;86600;4;;
A04;86700;4;;
A04;86800;4;;
A04;86900;4;;
A04;87000;3;;
A04;87100;4;;
A04;87200;4;;
A04;87300;4;;
A04;87400;4;;
A04;87500;4;;
A04;87600;4;;
A04;87700;3;;
A04;87800;4;;
A04;87900;4;;
A04;88000;3;;
A04;88100;4;;
A04;88200;4;;
A04;88300;4;;
A04;88400;4;;
A04;88500;4;;
A04;88600;4;;
A04;88700;4;;
A04;88800;3;;
A04;88900;3;;
A04;89000;3;;
A04;89100;4;;
A04;99901;4;;
A04;99902;4;;
A04;99903;4;;
A04;99904;4;;
A04;99905;4;;
A04;99906;4;;
A04;99907;4;;
A04;99908;4;;
A04;99909;4;;
A04;99910;4;;
A04;99911;4;;
A04;99912;4;;
A04;99913;4;;
B01;12100;4;;
B01;13400;4;;
B01;14600;4;;
B01;14700;4;;
B04;10400;4;;
B04;10501;4;;
B04;10502;4;;
B04;10604;4;;
B04;10605;4;;
B04;10606;4;;
B04;10700;4;;
B04;10900;4;;
B04;11201;4;;
B04;11202;4;;
B04;11203;4;;
B04;11204;4;;
B04;11205;4;;
B04;11206;4;;
B04;11207;4;;
B04;11300;4;;
B04;11400;4;;
B04;11700;4;;
B04;11800;4;;
B04;11900;4;;
B04;12100;4;;
B04;12200;4;;
B04;12300;3;;
B04;12400;4;;
B04;12500;4;;
B04;12600;4;;
B04;12700;4;;
B04;12800;3;;
B04;12900;4;;
B04;13000;4;;
B04;13100;3;;
B04;13200;4;;
B04;13300;4;;
B04;13400;3;;
B04;13500;4;;
B04;13600;4;;
B04;13701;4;;
B04;13702;4;;
B04;13703;4;;
B04;13800;4;;
B04;13900;3;;
B04;14000;4;;
B05;10400;4;;
B05;10501;4;;
B05;10502;4;;
B05;10604;4;;
B05;10605;4;;
B05;10606;4;;
B05;10700;4;;
B05;10900;4;;
B05;11201;4;;
B05;11202;4;;
B05;11203;4;;
B05;11204;4;;
B05;11205;4;;
B05;11206;4;;
B05;11207;4;;
B05;11300;4;;
B05;11400;4;;
B05;11700;4;;
B05;11800;4;;
B05;11900;4;;
B05;12100;4;;
B05;12200;4;;
B05;12300;3;;
B05;12400;4;;
B05;12500;4;;
B05;12600;4;;
B05;12700;4;;
B05;12800;3;;
B05;12900;4;;
B05;13000;4;;
B05;13100;3;;
B05;13200;4;;
B05;13300;4;;
B05;13400;3;;
B05;13500;4;;
B05;13600;4;;
B05;13701;4;;
B05;13702;4;;
B05;13703;4;;
B05;13800;4;;
B05;13900;3;;
B05;14000;4;;
C01;10100;4;;
C01;10200;4;;
C01;10201;4;;
C01;10202;4;;
C01;10300;4;;
C01;10400;4;;
C01;10500;4;;
C01;10600;4;;
C01;10700;4;;
C01;10800;4;;
C01;10900;4;;
C01;11000;6;;
C01;11100;4;;
C01;11200;4;;
C01;11301;4;;
C01;11302;4;;
C01;11303;4;;
C01;11304;4;;
C01;11305;4;;
C01;11400;4;;
C01;11500;4;;
C01;11600;4;;
C01;11701;4;;
C01;11702;4;;
C01;11703;4;;
C01;11704;4;;
C01;11800;4;;
C01;11900;4;;
C01;12000;4;;
C01;12100;4;;
C01;12200;4;;
C01;12300;4;;
C01;12400;4;;
C01;12401;4;;
C01;12501;4;;
C01;12502;4;;
C01;12503;4;;
C01;12600;4;;
C01;12700;4;;
C01;12800;4;;
C01;12900;4;;
C01;13000;4;;
C01;13100;4;;
C01;13101;4;;
C01;13102;4;;
C01;13103;4;;
C01;13104;4;;
C01;13200;4;;
C01;99900;4;;
C01;99901;4;;
C02;10100;4;;
C02;10200;4;;
C02;10201;4;;
C02;10202;4;;
C02;10300;4;;
C02;10400;4;;
C02;10500;4;;
C02;10600;4;;
C02;10700;4;;
C02;10800;6;;
C02;10900;4;;
C02;11001;4;;
C02;11002;4;;
C02;11003;4;;
C02;11004;4;;
C02;11005;4;;
C02;11100;4;;
C02;11200;4;;
C02;11300;4;;
C02;11401;4;;
C02;11402;4;;
C02;11403;4;;
C02;11404;4;;
C02;11405;4;;
C02;11500;4;;
C02;11600;4;;
C02;11701;4;;
C02;11702;4;;
C02;11703;4;;
C02;11704;4;;
C02;11800;4;;
C02;11900;4;;
C02;12000;4;;
C02;12100;4;;
C02;12200;4;;
C02;12300;4;;
C02;12301;4;;
C02;12401;4;;
C02;12402;4;;
C02;12403;4;;
C02;12500;4;;
C02;12600;4;;
C02;12700;4;;
C02;12800;4;;
C02;99900;4;;
C02;99901;4;;
D01;10100;4;;
D01;10200;4;;
D01;10300;4;;
D01;10400;4;;
D01;10500;4;;
D01;10600;6;;
D01;10700;4;;
D01;10800;4;;
D01;10900;4;;
D01;11000;4;;
D01;11100;4;;
D01;11200;4;;
D01;11300;4;;
D01;11400;4;;
D01;11500;4;;
D01;99900;4;;
D01;99901;4;;
E01;10101;6;;
E01;10102;6;;
E01;10103;6;;
E01;10104;6;;
E01;10200;6;;
E01;10300;6;;
E01;10401;6;;
E01;10402;6;;
E01;10500;6;;
E01;10600;6;;
E01;10700;6;;
E01;10800;6;;
E01;10900;6;;
E01;11000;6;;
E01;11001;6;;
E01;11002;6;;
E01;11003;6;;
E01;11101;6;;
E01;11102;6;;
E01;11200;6;;
E01;11300;6;;
E01;11401;6;;
E01;11402;6;;
E01;11403;6;;
E01;11404;6;;
E01;11405;6;;
E01;11406;6;;
E01;11501;6;;
E01;11502;6;;
E01;11503;6;;
E01;11600;6;;
E01;11601;6;;
E01;11602;6;;
E01;11700;6;;
E01;11701;6;;
E01;11702;6;;
E01;11703;6;;
E01;11704;6;;
E01;11705;6;;
E01;11706;6;;
E01;11800;6;;
E01;11901;6;;
E01;11902;6;;
E01;12000;6;;
E01;12100;6;;
E01;12200;6;;
E01;12300;6;;
E01;12301;6;;
E01;12302;6;;
E01;12303;6;;
E01;12304;6;;
E01;12305;6;;
E01;12400;6;;
E01;12500;6;;
E01;12601;6;;
E01;12602;6;;
E01;12700;6;;
E01;12800;6;;
E01;12900;6;;
E01;13000;6;;
E01;13001;6;;
E01;13002;6;;
E01;13003;6;;
E01;13100;6;;
E01;13200;6;;
E01;13300;6;;
E01;13400;6;;
E01;13500;6;;
E01;13600;6;;
E01;13601;6;;
E01;13602;6;;
E01;13603;6;;
E01;13604;6;;
E01;13700;6;;
E01;13701;6;;
E01;13702;6;;
E01;13703;6;;
E01;13704;6;;
E01;13705;6;;
E01;13800;6;;
E01;13900;6;;
E01;14000;6;;
E01;14100;6;;
E01;14200;6;;
E01;14300;6;;
E01;14301;6;;
E01;14302;6;;
E01;14400;6;;
E01;14500;6;;
E01;14600;6;;
E01;14700;6;;
E01;14801;6;;
E01;14802;6;;
E01;14803;6;;
E01;14804;6;;
E01;14805;6;;
E01;14806;6;;
E01;14807;6;;
E01;14808;6;;
E01;14809;6;;
E01;14810;6;;
E01;14811;6;;
E01;14812;6;;
E01;14813;6;;
E01;14814;6;;
E01;14815;6;;
E01;14816;6;;
E01;14817;6;;
E01;14818;6;;
E01;14819;6;;
E01;14900;6;;
E01;15000;6;;
E01;15100;6;;
E01;15200;6;;
E01;15300;6;;
E01;15400;6;;
E01;15401;6;;
E01;15500;6;;
E01;15600;6;;
E01;15700;6;;
E01;15800;6;;
E01;15900;6;;
E01;16000;6;;
E01;16100;6;;
E01;16200;6;;
E01;16300;6;;
E01;16400;6;;
E01;16500;6;;
E01;16600;6;;
E01;16700;6;;
E01;16701;6;;
E01;16702;6;;
E01;16800;6;;
E01;16801;6;;
E01;16802;6;;
E01;16803;6;;
E01;16900;6;;
E01;17000;6;;
E01;17100;6;;
E01;17200;6;;
E01;17301;6;;
E01;17302;6;;
E01;17400;6;;
E01;99900;6;;
E01;99901;6;;
E02;10101;6;;
E02;10102;6;;
E02;10103;6;;
E02;10104;6;;
E02;10200;6;;
E02;10300;6;;
E02;10401;6;;
E02;10402;6;;
E02;10500;6;;
E02;10600;6;;
E02;10700;6;;
E02;10800;6;;
E02;10900;6;;
E02;11000;6;;
E02;11001;6;;
E02;11002;6;;
E02;11003;6;;
