SNR;SGL;FSP;gueltigVon;gueltigBis
115757;   ;SB;;
115769;   ;EZ;;
115769;   ;LB;;
115769;   ;SB;;
115794;   ;EZ;;
115794;   ;LB;;
115794;   ;SB;;
115800;   ;EZ;;
115800;   ;LB;;
115800;   ;SB;;
115812;   ;EZ;;
115812;   ;LB;;
115812;   ;SB;;
115824;   ;EZ;;
115824;   ;LB;;
115824;   ;SB;;
115836;   ;EZ;;
115836;   ;LB;;
115836;   ;SB;;
115848;   ;EZ;;
115848;   ;LB;;
115848;   ;SB;;
115903;   ;EZ;;
115903;   ;LB;;
115903;   ;SB;;
115915;   ;EZ;;
115915;   ;LB;;
115915;   ;SB;;
115940;   ;EZ;;
115940;   ;LB;;
115940;   ;SB;;
115952;   ;EZ;;
115952;   ;LB;;
115952;   ;SB;;
115988;   ;EZ;;
115988;   ;LB;;
115988;   ;SB;;
115990;   ;EZ;;
115990;   ;LB;;
115990;   ;SB;;
116002;   ;EZ;;
116002;   ;LB;;
116002;   ;SB;;
116014;   ;EZ;;
116014;   ;LB;;
116014;   ;SB;;
116026;   ;EZ;;
116026;   ;LB;;
116026;   ;SB;;
116038;   ;EZ;;
116038;   ;LB;;
116038;   ;SB;;
116040;   ;EZ;;
116040;   ;LB;;
116040;   ;SB;;
116051;   ;EZ;;
116051;   ;LB;;
116051;   ;SB;;
116075;   ;EZ;;
116075;   ;LB;;
116075;   ;SB;;
116105;   ;EZ;;
116105;   ;LB;;
116105;   ;SB;;
116117;   ;EZ;;
116117;   ;LB;;
116117;   ;SB;;
116129;   ;EZ;;
116129;   ;LB;;
116129;   ;SB;;
116166;   ;EZ;;
116166;   ;LB;;
116166;   ;SB;;
116180;   ;EZ;;
116180;   ;SB;;
116180;   ;LB;;
116208;   ;EZ;;
116208;   ;LB;;
116208;   ;SB;;
116221;   ;EZ;;
116221;   ;LB;;
116221;   ;SB;;
116233;   ;EZ;;
116233;   ;LB;;
116233;   ;SB;;
116270;   ;EZ;;
116270;   ;LB;;
116270;   ;SB;;
116294;   ;EZ;;
116294;   ;LB;;
116294;   ;SB;;
116312;   ;EZ;;
116312;   ;LB;;
116312;   ;SB;;
116324;   ;EZ;;
116324;   ;LB;;
116324;   ;SB;;
116361;   ;EZ;;
116361;   ;LB;;
116361;   ;SB;;
116385;   ;EZ;;
116385;   ;LB;;
116385;   ;SB;;
116403;   ;EZ;;
116403;   ;LB;;
116403;   ;SB;;
116439;   ;EZ;;
116439;   ;LB;;
116439;   ;SB;;
116440;   ;EZ;;
116440;   ;LB;;
116440;   ;SB;;
116476;   ;EZ;;
116476;   ;LB;;
116476;   ;SB;;
116490;   ;EZ;;
116490;   ;LB;;
116490;   ;SB;;
116506;   ;EZ;;
116506;   ;LB;;
116506;   ;SB;;
116531;   ;EZ;;
116531;   ;LB;;
116531;   ;SB;;
116543;   ;EZ;;
116543;   ;LB;;
116543;   ;SB;;
116579;   ;EZ;;
116579;   ;LB;;
116579;   ;SB;;
116580;   ;EZ;;
116580;   ;LB;;
116580;   ;SB;;
116592;   ;EZ;;
116592;   ;LB;;
116592;   ;SB;;
116609;   ;EZ;;
116609;   ;LB;;
116609;   ;SB;;
116610;   ;EZ;;
116610;   ;LB;;
116610;   ;SB;;
116622;   ;EZ;;
116622;   ;LB;;
116622;   ;SB;;
116658;   ;EZ;;
116658;   ;LB;;
116658;   ;SB;;
116660;   ;EZ;;
116660;   ;LB;;
116660;   ;SB;;
116683;   ;EZ;;
116683;   ;LB;;
116683;   ;SB;;
116701;RKB;EZ;;
116701;RKB;LB;;
116701;RKB;SB;;
116701;   ;EZ;;
116701;   ;LB;;
116701;   ;SB;;
116701;RKB;  ;;
116737;RKB;  ;;
116737;   ;EZ;;
116737;   ;SB;;
116737;   ;LB;;
116737;RKB;EZ;;
116737;RKB;LB;;
116737;RKB;SB;;
116804;   ;EZ;;
116804;   ;LB;;
116804;   ;SB;;
116816;   ;EZ;;
116816;   ;LB;;
116816;   ;SB;;
116830;   ;EZ;;
116830;   ;LB;;
116830;   ;SB;;
116841;   ;EZ;;
116841;   ;LB;;
116841;   ;SB;;
116865;   ;EZ;;
116865;   ;LB;;
116865;   ;SB;;
116877;   ;EZ;;
116877;   ;LB;;
116877;   ;SB;;
116889;   ;EZ;;
116889;   ;LB;;
116889;   ;SB;;
116907;   ;EZ;;
116907;   ;LB;;
116907;   ;SB;;
116919;   ;EZ;;
116919;   ;LB;;
116919;   ;SB;;
116920;   ;EZ;;
116920;   ;LB;;
116920;   ;SB;;
116956;   ;EZ;;
116956;   ;LB;;
116956;   ;SB;;
116968;   ;EZ;;
116968;   ;LB;;
116968;   ;SB;;
116970;   ;EZ;;
116970;   ;LB;;
116970;   ;SB;;
116993;   ;EZ;;
116993;   ;LB;;
116993;   ;SB;;
117020;   ;EZ;;
117020;   ;LB;;
117020;   ;SB;;
117031;   ;EZ;;
117031;   ;LB;;
117031;   ;SB;;
117043;   ;EZ;;
117043;   ;LB;;
117043;   ;SB;;
117055;   ;EZ;;
117055;   ;LB;;
117055;   ;SB;;
117067;   ;EZ;;
117067;   ;LB;;
117067;   ;SB;;
117092;   ;EZ;;
117092;   ;LB;;
117092;   ;SB;;
117109;   ;EZ;;
117109;   ;LB;;
117109;   ;SB;;
117110;   ;EZ;;
117110;   ;LB;;
117110;   ;SB;;
117122;   ;EZ;;
117122;   ;LB;;
117122;   ;SB;;
117146;   ;EZ;;
117146;   ;LB;;
117146;   ;SB;;
117158;   ;EZ;;
117158;   ;LB;;
117158;   ;SB;;
117160;   ;EZ;;
117160;   ;LB;;
117160;   ;SB;;
117171;   ;EZ;;
117171;   ;LB;;
117171;   ;SB;;
117195;   ;EZ;;
117195;   ;LB;;
117195;   ;SB;;
117213;   ;EZ;;
117213;   ;LB;;
117213;   ;SB;;
117213;GMS;EZ;;
117213;GMS;LB;;
117213;GMS;SB;;
117213;GMS;  ;;
117237;   ;EZ;;
117237;   ;LB;;
117237;   ;SB;;
117249;   ;EZ;;
117249;   ;LB;;
117249;   ;SB;;
117250;   ;EZ;;
117250;   ;LB;;
117250;   ;SB;;
117262;   ;EZ;;
117262;   ;LB;;
117262;   ;SB;;
117286;   ;EZ;;
117286;   ;LB;;
117286;   ;SB;;
117341;   ;EZ;;
117341;   ;LB;;
117341;   ;SB;;
117353;   ;EZ;;
117353;   ;LB;;
117353;   ;SB;;
117365;   ;EZ;;
117365;   ;LB;;
117365;   ;SB;;
117377;   ;EZ;;
117377;   ;LB;;
117377;   ;SB;;
117389;   ;EZ;;
117389;   ;LB;;
117389;   ;SB;;
117390;   ;EZ;;
117390;   ;LB;;
117390;   ;SB;;
117420;   ;EZ;;
117420;   ;LB;;
117420;   ;SB;;
117432;   ;EZ;;
117432;   ;LB;;
117432;   ;SB;;
117444;   ;EZ;;
117444;   ;LB;;
117444;   ;SB;;
117444;RKB;EZ;;
117444;RKB;LB;;
117444;RKB;SB;;
117444;RKB;  ;;
117456;   ;EZ;;
117456;   ;LB;;
117456;   ;SB;;
117470;   ;EZ;;
117470;   ;LB;;
117470;   ;SB;;
117511;   ;EZ;;
117511;   ;LB;;
117511;   ;SB;;
117523;   ;EZ;;
117523;   ;LB;;
117523;   ;SB;;
117560;   ;EZ;;
117560;   ;LB;;
117560;   ;SB;;
117638;   ;EZ;;
117638;   ;LB;;
117638;   ;SB;;
117638;GMS;EZ;;
117638;GMS;LB;;
117638;GMS;SB;;
117638;GMS;  ;;
117640;GMS;  ;;
117640;   ;EZ;;
117640;   ;LB;;
117640;   ;SB;;
117640;GMS;EZ;;
117640;GMS;LB;;
117640;GMS;SB;;
117651;   ;EZ;;
117651;   ;LB;;
117651;   ;SB;;
117687;   ;EZ;;
117687;   ;LB;;
117687;   ;SB;;
117687;RKB;EZ;;
117687;RKB;LB;;
117687;RKB;SB;;
117687;RKB;  ;;
117717;   ;EZ;;
117717;   ;LB;;
117717;   ;SB;;
117730;   ;EZ;;
117730;   ;LB;;
117730;   ;SB;;
117742;   ;EZ;;
117742;   ;LB;;
117742;   ;SB;;
117754;RKB;  ;;
117778;RKB;  ;;
117778;   ;EZ;;
117778;   ;LB;;
117778;   ;SB;;
117778;RKB;EZ;;
117778;RKB;LB;;
117778;RKB;SB;;
117810;   ;EZ;;
117810;   ;LB;;
117810;   ;SB;;
117900;   ;LB;;
117900;   ;EZ;;
117900;   ;SB;;
117912;   ;LB;;
117912;   ;EZ;;
117912;   ;SB;;
117936;   ;LB;;
117936;   ;EZ;;
117936;   ;SB;;
117961;   ;LB;;
117961;   ;EZ;;
117961;   ;SB;;
117961;EVB;LB;;
117961;EVB;EZ;;
117961;EVB;SB;;
117961;EVB;  ;;
118000;   ;LB;;
118000;   ;EZ;;
118000;   ;SB;;
118059;   ;LB;;
118059;   ;EZ;;
118059;   ;SB;;
118060;   ;LB;;
118060;   ;EZ;;
118060;   ;SB;;
118072;   ;LB;;
118072;   ;EZ;;
118072;   ;SB;;
118102;   ;LB;;
118102;   ;EZ;;
118102;   ;SB;;
118114;GMS;  ;;
118126;   ;LB;;
118126;   ;EZ;;
118126;   ;SB;;
118140;   ;LB;;
118140;   ;EZ;;
118140;   ;SB;;
118199;   ;LB;;
118199;   ;EZ;;
118199;   ;SB;;
118205;   ;LB;;
118205;   ;EZ;;
118205;   ;SB;;
118217;   ;LB;;
118217;   ;EZ;;
118217;   ;SB;;
118229;   ;LB;;
118229;   ;EZ;;
118229;   ;SB;;
118254;   ;LB;;
118254;   ;EZ;;
118254;   ;SB;;
118280;   ;LB;;
118280;   ;EZ;;
118280;   ;SB;;
118291;   ;EZ;;
118291;   ;LB;;
118291;   ;SB;;
118333;   ;EZ;;
118333;   ;LB;;
118333;   ;SB;;
118357;   ;LB;;
118357;   ;EZ;;
118357;   ;SB;;
118382;   ;LB;;
118382;   ;EZ;;
118382;   ;SB;;
118424;   ;LB;;
118424;   ;EZ;;
118424;   ;SB;;
118436;   ;LB;;
118436;   ;EZ;;
118436;   ;SB;;
118448;   ;LB;;
118448;   ;EZ;;
118448;   ;SB;;
118461;   ;LB;;
118461;   ;EZ;;
118461;   ;SB;;
118485;   ;LB;;
118485;   ;EZ;;
118485;   ;SB;;
118527;   ;LB;;
118527;   ;EZ;;
118527;   ;SB;;
118527;GMS;LB;;
118527;GMS;EZ;;
118527;GMS;SB;;
118527;GMS;  ;;
118552;   ;LB;;
118552;   ;EZ;;
118552;   ;SB;;
118576;   ;LB;;
118576;   ;EZ;;
118576;   ;SB;;
118590;   ;EZ;;
118590;   ;LB;;
118590;   ;SB;;
118606;   ;EZ;;
118606;   ;LB;;
118606;   ;SB;;
118620;   ;EZ;;
118620;   ;LB;;
118620;   ;SB;;
118655;   ;EZ;;
118655;   ;LB;;
118655;   ;SB;;
118680;   ;EZ;;
118680;   ;LB;;
118680;   ;SB;;
118680;   ;GB;;
118680;   ;GH;;
118680;   ;SG;;
118710;   ;EZ;;
118710;   ;LB;;
118710;   ;SB;;
118710;   ;GB;;
118710;   ;BL;;
118710;   ;SH;;
118710;   ;GH;;
118710;   ;SG;;
118783;   ;EZ;;
118783;   ;LB;;
118783;   ;SB;;
118783;   ;GB;;
118783;   ;BL;;
118783;   ;SH;;
118783;   ;GH;;
118783;   ;SG;;
118813;   ;EZ;;
118813;   ;LB;;
118813;   ;SB;;
118813;   ;GB;;
118813;   ;BL;;
118813;   ;SH;;
118813;   ;GH;;
118813;   ;SG;;
118825;   ;EZ;;
118825;   ;LB;;
118825;   ;SB;;
118825;   ;GB;;
118825;   ;BL;;
118825;   ;SH;;
118825;   ;GH;;
118825;   ;SG;;
118849;   ;EZ;;
118849;   ;LB;;
118849;   ;SB;;
118849;   ;GB;;
118849;   ;BL;;
118849;   ;SH;;
118849;   ;GH;;
118849;   ;SG;;
118928;   ;EZ;;
118928;   ;LB;;
118928;   ;SB;;
118930;   ;EZ;;
118930;   ;LB;;
118930;   ;SB;;
118930;   ;GB;;
118965;   ;EZ;;
118965;   ;LB;;
118965;   ;SB;;
119039;   ;EZ;;
119039;   ;LB;;
119039;   ;SB;;
119064;   ;EZ;;
119064;   ;LB;;
119064;   ;SB;;
119076;   ;EZ;;
119076;   ;LB;;
119076;   ;SB;;
119106;   ;EZ;;
119106;   ;LB;;
119106;   ;SB;;
119106;   ;GB;;
119106;   ;KB;;
119118;   ;EZ;;
119118;   ;LB;;
119118;   ;SB;;
119120;   ;EZ;;
119120;   ;LB;;
119120;   ;SB;;
119167;   ;EZ;;
119167;   ;LB;;
119167;   ;SB;;
119167;   ;GB;;
119167;   ;KB;;
119180;   ;EZ;;
119180;   ;LB;;
119180;   ;SB;;
119192;   ;EZ;;
119192;   ;LB;;
119192;   ;SB;;
119222;   ;EZ;;
119222;   ;LB;;
119222;   ;SB;;
119246;   ;EZ;;
119246;   ;LB;;
119246;   ;SB;;
119271;   ;EZ;;
119271;   ;LB;;
119271;   ;SB;;
119295;   ;EZ;;
119295;   ;LB;;
119295;   ;SB;;
119301;   ;EZ;;
119301;   ;LB;;
119301;   ;SB;;
119313;   ;EZ;;
119313;   ;LB;;
119313;   ;SB;;
119325;   ;EZ;;
119325;   ;LB;;
119325;   ;SB;;
119337;   ;EZ;;
119337;   ;LB;;
119337;   ;SB;;
119404;   ;EZ;;
119404;   ;LB;;
119404;   ;SB;;
119532;   ;EZ;;
119532;   ;LB;;
119532;   ;SB;;
119570;   ;EZ;;
119570;   ;LB;;
119570;   ;SB;;
119635;   ;BL;;
119635;   ;EZ;;
119635;   ;GB;;
119635;   ;GH;;
119635;   ;LB;;
119635;   ;SB;;
119635;   ;SG;;
119635;   ;SH;;
119659;   ;BL;;
119659;   ;EZ;;
119659;   ;GB;;
119659;   ;GH;;
119659;   ;LB;;
119659;   ;SB;;
119659;   ;SG;;
119659;   ;SH;;
119660;   ;BL;;
119660;   ;EZ;;
119660;   ;GB;;
119660;   ;GH;;
119660;   ;LB;;
119660;   ;SB;;
119660;   ;SG;;
119660;   ;SH;;
119684;   ;BL;;
119684;   ;EZ;;
119684;   ;GB;;
119684;   ;GH;;
119684;   ;LB;;
119684;   ;SB;;
119684;   ;SG;;
119684;   ;SH;;
119702;   ;BL;;
119702;   ;EZ;;
119702;   ;GB;;
119702;   ;GH;;
119702;   ;LB;;
119702;   ;SB;;
119702;   ;SG;;
119702;   ;SH;;
119714;   ;EZ;;
119714;   ;LB;;
119714;   ;SB;;
119714;   ;BL;;
119714;   ;SH;;
119714;   ;SG;;
119714;   ;GH;;
119714;   ;GB;;
119740;   ;EZ;;
119740;   ;LB;;
119740;   ;SB;;
119740;   ;GB;;
119740;   ;BL;;
119740;   ;SH;;
119740;   ;GH;;
119740;   ;SG;;
119763;   ;EZ;;
119763;   ;LB;;
119763;   ;SB;;
119763;   ;GB;;
119763;   ;BL;;
119763;   ;SH;;
119763;   ;GH;;
119763;   ;SG;;
119763;   ;KB;;
119787;   ;EZ;;
119787;   ;LB;;
119787;   ;SB;;
119787;   ;GB;;
119787;   ;BL;;
119787;   ;SH;;
119787;   ;GH;;
119787;   ;SG;;
119787;   ;KB;;
119799;   ;EZ;;
119799;   ;LB;;
119799;   ;SB;;
119799;   ;GB;;
119799;   ;BL;;
119799;   ;SH;;
119799;   ;GH;;
119799;   ;SG;;
119805;   ;BL;;
119805;   ;EZ;;
119805;   ;GB;;
119805;   ;GH;;
119805;   ;LB;;
119805;   ;SB;;
119805;   ;SG;;
119805;   ;SH;;
119817;   ;BL;;
119817;   ;EZ;;
119817;   ;GB;;
119817;   ;GH;;
119817;   ;LB;;
119817;   ;SB;;
119817;   ;SG;;
119817;   ;SH;;
119829;   ;BL;;
119829;   ;EZ;;
119829;   ;GB;;
119829;   ;GH;;
119829;   ;LB;;
119829;   ;SB;;
119829;   ;SG;;
119829;   ;SH;;
119842;   ;BL;;
119842;   ;EZ;;
119842;   ;GB;;
119842;   ;GH;;
119842;   ;LB;;
119842;   ;SB;;
119842;   ;SG;;
119842;   ;SH;;
119866;   ;EZ;;
119866;   ;LB;;
119866;   ;SB;;
119866;   ;GB;;
119866;   ;GH;;
119866;   ;SG;;
119866;   ;SH;;
119866;   ;BL;;
119878;   ;EZ;;
119878;   ;LB;;
119878;   ;SB;;
119878;   ;GB;;
119878;   ;BL;;
119878;   ;SH;;
119878;   ;GH;;
119878;   ;SG;;
119878;   ;KB;;
119891;   ;EZ;;
119891;   ;LB;;
119891;   ;SB;;
119891;   ;GB;;
119891;   ;BL;;
119891;   ;SH;;
119891;   ;GH;;
119891;   ;SG;;
119908;   ;EZ;;
119908;   ;LB;;
119908;   ;SB;;
119908;   ;BL;;
119908;   ;GB;;
119908;   ;GH;;
119908;   ;SG;;
119908;   ;SH;;
119910;   ;BL;;
119910;   ;EZ;;
119910;   ;GH;;
119910;   ;GB;;
119910;   ;LB;;
119910;   ;SB;;
119910;   ;SG;;
119910;   ;SH;;
119921;   ;EZ;;
119921;   ;LB;;
119921;   ;SB;;
119921;   ;GB;;
119921;   ;BL;;
119921;   ;SH;;
119921;   ;GH;;
119921;   ;SG;;
119921;   ;KB;;
119945;   ;EZ;;
119945;   ;LB;;
119945;   ;SB;;
119945;   ;GB;;
119945;   ;KB;;
119957;   ;EZ;;
119957;   ;LB;;
119957;   ;SB;;
119969;   ;EZ;;
119969;   ;LB;;
119969;   ;SB;;
119970;   ;EZ;;
119970;   ;LB;;
119970;   ;SB;;
120017;   ;EZ;;
120017;   ;LB;;
120017;   ;SB;;
120029;   ;EZ;;
120029;   ;LB;;
120029;   ;SB;;
120029;RKB;EZ;;
120029;RKB;LB;;
120029;RKB;SB;;
120029;RKB;  ;;
120042;   ;EZ;;
120042;   ;LB;;
120042;   ;SB;;
120054;RKB;EZ;;
120054;RKB;LB;;
120054;RKB;SB;;
120054;RKB;GB;;
120054;   ;EZ;;
120054;   ;LB;;
120054;   ;SB;;
120054;   ;GB;;
120054;RKB;  ;;
120066;   ;EZ;;
120066;   ;LB;;
120066;   ;SB;;
120169;   ;EZ;;
120169;   ;LB;;
120169;   ;SB;;
120170;   ;EZ;;
120170;   ;LB;;
120170;   ;SB;;
120182;   ;EZ;;
120182;   ;LB;;
120182;   ;SB;;
120194;   ;EZ;;
120194;   ;LB;;
120194;   ;SB;;
120194;   ;GB;;
120194;   ;KB;;
120200;   ;EZ;;
120200;   ;LB;;
120200;   ;SB;;
120224;   ;EZ;;
120224;   ;LB;;
120224;   ;SB;;
120236;   ;EZ;;
120236;   ;LB;;
120236;   ;SB;;
120248;   ;EZ;;
120248;   ;LB;;
120248;   ;SB;;
120250;   ;EZ;;
120250;   ;LB;;
120250;   ;SB;;
120261;   ;EZ;;
120261;   ;LB;;
120261;   ;SB;;
120273;   ;EZ;;
120273;   ;LB;;
120273;   ;SB;;
120285;   ;EZ;;
120285;   ;LB;;
120285;   ;SB;;
120297;   ;EZ;;
120297;   ;LB;;
120297;   ;SB;;
120315;   ;EZ;;
120315;   ;LB;;
120315;   ;SB;;
120327;   ;EZ;;
120327;   ;LB;;
120327;   ;SB;;
120364;   ;EZ;;
120364;   ;LB;;
120364;   ;SB;;
120376;   ;EZ;;
120376;   ;LB;;
120376;   ;SB;;
120388;   ;EZ;;
120388;   ;LB;;
120388;   ;SB;;
120390;   ;EZ;;
120390;   ;LB;;
120390;   ;SB;;
120418;   ;EZ;;
120418;   ;LB;;
120418;   ;SB;;
120420;   ;EZ;;
120420;   ;LB;;
120420;   ;SB;;
120431;   ;EZ;;
120431;   ;LB;;
120431;   ;SB;;
120443;   ;EZ;;
120443;   ;LB;;
120443;   ;SB;;
120455;   ;EZ;;
120455;   ;LB;;
120455;   ;SB;;
120467;   ;EZ;;
120467;   ;LB;;
120467;   ;SB;;
120480;   ;EZ;;
120480;   ;LB;;
120480;   ;SB;;
120492;   ;EZ;;
120492;   ;LB;;
120492;   ;SB;;
120510;   ;EZ;;
120510;   ;LB;;
120510;   ;SB;;
120522;   ;EZ;;
120522;   ;LB;;
120522;   ;SB;;
120560;   ;EZ;;
120560;   ;LB;;
120560;   ;SB;;
120583;   ;EZ;;
120583;   ;LB;;
120583;   ;SB;;
120595;   ;EZ;;
120595;   ;LB;;
120595;   ;SB;;
120662;   ;EZ;;
120662;   ;LB;;
120662;   ;SB;;
120674;   ;EZ;;
120674;   ;LB;;
120674;   ;SB;;
120686;   ;EZ;;
120686;   ;LB;;
120686;   ;SB;;
120698;   ;EZ;;
120698;   ;LB;;
120698;   ;SB;;
120704;   ;EZ;;
120704;   ;LB;;
120704;   ;SB;;
120716;   ;EZ;;
120716;   ;LB;;
120716;   ;SB;;
120728;   ;EZ;;
120728;   ;LB;;
120728;   ;SB;;
120765;   ;EZ;;
120765;   ;LB;;
120765;   ;SB;;
120777;   ;EZ;;
120777;   ;LB;;
120777;   ;SB;;
120790;   ;EZ;;
120790;   ;LB;;
120790;   ;SB;;
120807;   ;EZ;;
120807;   ;LB;;
120807;   ;SB;;
120819;   ;EZ;;
120819;   ;LB;;
120819;   ;SB;;
120832;   ;EZ;;
120832;   ;LB;;
120832;   ;SB;;
120844;   ;EZ;;
120844;   ;LB;;
120844;   ;SB;;
120868;   ;EZ;;
120868;   ;LB;;
120868;   ;SB;;
120870;   ;EZ;;
120870;   ;LB;;
120870;   ;SB;;
120881;   ;EZ;;
120881;   ;LB;;
120881;   ;SB;;
120893;   ;EZ;;
120893;   ;LB;;
120893;   ;SB;;
120923;   ;EZ;;
120923;   ;LB;;
120923;   ;SB;;
120935;   ;EZ;;
120935;   ;LB;;
120935;   ;SB;;
120947;   ;EZ;;
120947;   ;LB;;
120947;   ;SB;;
120959;   ;EZ;;
120959;   ;LB;;
120959;   ;SB;;
120960;   ;EZ;;
120960;   ;LB;;
120960;   ;SB;;
120972;   ;EZ;;
120972;   ;LB;;
120972;   ;SB;;
120984;   ;EZ;;
120984;   ;LB;;
120984;   ;SB;;
120996;   ;EZ;;
120996;   ;LB;;
120996;   ;SB;;
121009;   ;EZ;;
121009;   ;LB;;
121009;   ;SB;;
121010;   ;EZ;;
121010;   ;LB;;
121010;   ;SB;;
121022;   ;EZ;;
121022;   ;LB;;
121022;   ;SB;;
121034;   ;EZ;;
121034;   ;LB;;
121034;   ;SB;;
121046;   ;EZ;;
121046;   ;LB;;
121046;   ;SB;;
121095;   ;EZ;;
121095;   ;LB;;
121095;   ;SB;;
121149;   ;EZ;;
121149;   ;LB;;
121149;   ;SB;;
121150;   ;EZ;;
121150;   ;LB;;
121150;   ;SB;;
121162;   ;EZ;;
121162;   ;LB;;
121162;   ;SB;;
121162;   ;GB;;
121162;   ;BL;;
121162;   ;SH;;
121162;   ;GH;;
121162;   ;SG;;
121162;   ;KB;;
121186;   ;EZ;;
121186;   ;LB;;
121186;   ;SB;;
121186;   ;GB;;
121186;   ;BL;;
121186;   ;SH;;
121186;   ;GH;;
121186;   ;SG;;
121186;   ;KB;;
121198;   ;EZ;;
121198;   ;LB;;
121198;   ;SB;;
121198;   ;GB;;
121198;   ;BL;;
121198;   ;SH;;
121198;   ;GH;;
121198;   ;SG;;
121198;   ;KB;;
121241;   ;EZ;;
121241;   ;LB;;
121241;   ;GB;;
121241;   ;BL;;
121241;   ;SH;;
121241;   ;GH;;
121241;   ;SG;;
121241;   ;KB;;
121241;GMS;EZ;;
121241;GMS;LB;;
121241;GMS;SB;;
121241;GMS;GB;;
121241;GMS;BL;;
121241;GMS;SH;;
121241;GMS;GH;;
121241;GMS;SG;;
121241;GMS;KB;;
121241;GMS;  ;;
121253;   ;EZ;;
121253;   ;LB;;
121253;   ;SB;;
121253;   ;GB;;
121253;   ;BL;;
121253;   ;SH;;
121253;   ;GH;;
121253;   ;SG;;
121253;   ;KB;;
121265;   ;EZ;;
121265;   ;LB;;
121265;   ;SB;;
121265;   ;GB;;
121265;   ;BL;;
121265;   ;SH;;
121265;   ;GH;;
121265;   ;SG;;
121265;   ;KB;;
121289;   ;EZ;;
121289;   ;LB;;
121289;   ;SB;;
121289;   ;GB;;
121289;   ;BL;;
121289;   ;SH;;
121289;   ;GH;;
121289;   ;SG;;
121289;   ;KB;;
121290;   ;EZ;;
121290;   ;LB;;
121290;   ;SB;;
121307;   ;EZ;;
121307;   ;LB;;
121307;   ;SB;;
121320;   ;EZ;;
121320;   ;LB;;
121320;   ;SB;;
121332;   ;EZ;;
121332;   ;LB;;
121332;   ;SB;;
121400;   ;EZ;;
121400;   ;LB;;
121400;   ;SB;;
121411;   ;EZ;;
121411;   ;LB;;
121411;   ;SB;;
121411;   ;GB;;
121411;   ;BL;;
121411;   ;SH;;
121411;   ;GH;;
121411;   ;SG;;
121411;   ;KB;;
121423;   ;EZ;;
121423;   ;LB;;
121423;   ;SB;;
121435;   ;EZ;;
121435;   ;LB;;
121435;   ;SB;;
121435;   ;GB;;
121435;   ;BL;;
121435;   ;SH;;
121435;   ;GH;;
121435;   ;SG;;
121435;   ;KB;;
121459;   ;EZ;;
121459;   ;LB;;
121459;   ;SB;;
121460;   ;EZ;;
121460;   ;LB;;
121460;   ;SB;;
121472;   ;EZ;;
121472;   ;LB;;
121472;   ;SB;;
121484;   ;EZ;;
121484;   ;LB;;
121484;   ;SB;;
121496;   ;EZ;;
121496;   ;LB;;
121496;   ;SB;;
121496;   ;KB;;
121496;   ;GB;;
121496;   ;GH;;
121496;   ;SG;;
121496;   ;BL;;
121496;   ;SH;;
121526;   ;KB;;
121526;   ;GB;;
121526;   ;GH;;
121526;   ;SG;;
121526;   ;BL;;
121526;   ;SH;;
121526;   ;EZ;;
121526;   ;LB;;
121526;   ;SB;;
121538;   ;EZ;;
121538;   ;LB;;
121538;   ;SB;;
121538;   ;GB;;
121538;   ;BL;;
121538;   ;SH;;
121538;   ;GH;;
121538;   ;SG;;
121538;   ;KB;;
121551;   ;EZ;;
121551;   ;LB;;
121551;   ;SB;;
121551;   ;GH;;
121551;   ;SG;;
121563;   ;EZ;;
121563;   ;LB;;
121563;   ;SB;;
121563;   ;GB;;
121563;   ;BL;;
121563;   ;SH;;
121563;   ;GH;;
121563;   ;SG;;
121563;   ;KB;;
121575;   ;EZ;;
121575;   ;LB;;
121575;   ;SB;;
121587;   ;EZ;;
121587;   ;SB;;
121587;   ;LB;;
121605;   ;EZ;;
121605;   ;LB;;
121605;   ;SB;;
121605;   ;KB;;
121605;   ;GB;;
121605;   ;GH;;
121605;   ;SG;;
121605;   ;BL;;
121605;   ;SH;;
121629;   ;KB;;
121629;   ;GB;;
121629;   ;GH;;
121629;   ;SG;;
121629;   ;BL;;
121629;   ;SH;;
121629;   ;EZ;;
121629;   ;LB;;
121629;   ;SB;;
121630;   ;EZ;;
121630;   ;LB;;
121630;   ;SB;;
121630;   ;KB;;
121630;   ;GB;;
121630;   ;GH;;
121630;   ;SG;;
121630;   ;BL;;
121630;   ;SH;;
121654;   ;KB;;
121654;   ;GB;;
121654;   ;GH;;
121654;   ;SG;;
121654;   ;BL;;
121654;   ;SH;;
121654;   ;EZ;;
121654;   ;LB;;
121654;   ;SB;;
121680;   ;EZ;;
121680;   ;LB;;
121680;   ;SB;;
121680;   ;KB;;
121680;   ;GB;;
121680;   ;GH;;
121680;   ;SG;;
121680;   ;BL;;
121680;   ;SH;;
121708;   ;KB;;
121708;   ;GB;;
121708;   ;GH;;
121708;   ;SG;;
121708;   ;BL;;
121708;   ;SH;;
121708;   ;EZ;;
121708;   ;LB;;
121708;   ;SB;;
121721;   ;EZ;;
121721;   ;LB;;
121721;   ;SB;;
121721;   ;GB;;
121721;   ;BL;;
121721;   ;SH;;
121721;   ;GH;;
121721;   ;SG;;
121721;   ;KB;;
121733;   ;EZ;;
121733;   ;LB;;
121733;   ;SB;;
121733;   ;GB;;
121733;   ;BL;;
121733;   ;SH;;
121733;   ;GH;;
121733;   ;SG;;
121733;   ;KB;;
121745;   ;EZ;;
121745;   ;LB;;
