ID;PLZ;RegSchl;Ort;Ortsteil;Stand;gueltigVon;gueltigBis
6621;"52062";"05334002";Aachen;Aachen;"29.03.2022";;
6622;"52064";"05334002";Aachen;Aachen;"29.03.2022";;
6623;"52066";"05334002";Aachen;Aachen;"29.03.2022";;
6624;"52068";"05334002";Aachen;Aachen;"29.03.2022";;
6625;"52070";"05334002";Aachen;Aachen;"29.03.2022";;
6626;"52072";"05334002";Aachen;Aachen;"29.03.2022";;
6627;"52074";"05334002";Aachen;Aachen;"29.03.2022";;
6628;"52076";"05334002";Aachen;Aachen;"29.03.2022";;
6629;"52078";"05334002";Aachen;Aachen;"29.03.2022";;
6630;"52076";"05334002";Aachen;Brand;"29.03.2022";;
6631;"52078";"05334002";Aachen;Brand;"29.03.2022";;
6632;"52080";"05334002";Aachen;Eilendorf;"29.03.2022";;
6633;"52070";"05334002";Aachen;Haaren;"29.03.2022";;
6634;"52080";"05334002";Aachen;Haaren;"29.03.2022";;
6635;"52076";"05334002";Aachen;Hahn;"29.03.2022";;
6636;"52072";"05334002";Aachen;Horbach;"29.03.2022";;
6637;"52076";"05334002";Aachen;Kornelimünster;"29.03.2022";;
6638;"52070";"05334002";Aachen;Laurensberg;"29.03.2022";;
6639;"52072";"05334002";Aachen;Laurensberg;"29.03.2022";;
6640;"52074";"05334002";Aachen;Laurensberg;"29.03.2022";;
6641;"52076";"05334002";Aachen;Lichtenbusch;"29.03.2022";;
6642;"52076";"05334002";Aachen;Oberforstbach;"29.03.2022";;
6643;"52074";"05334002";Aachen;Orsbach;"29.03.2022";;
6644;"52072";"05334002";Aachen;Richterich;"29.03.2022";;
6645;"52076";"05334002";Aachen;Schleckheim;"29.03.2022";;
6646;"52076";"05334002";Aachen;Schmithof;"29.03.2022";;
6647;"52076";"05334002";Aachen;Sief;"29.03.2022";;
6648;"52074";"05334002";Aachen;Vaalserquartier;"29.03.2022";;
6649;"52080";"05334002";Aachen;Verlautenheide;"29.03.2022";;
6650;"52076";"05334002";Aachen;Walheim;"29.03.2022";;
6651;"52076";"05334002";Aachen;Friesenrath;"29.03.2022";;
6652;"52076";"05334002";Aachen;Nütheim;"29.03.2022";;
6653;"52076";"05334002";Aachen;Krauthausen;"29.03.2022";;
6654;"48683";"05554004";Ahaus;Ahaus;"29.03.2022";;
6655;"48683";"05554004";Ahaus;Alstätte;"29.03.2022";;
6656;"48683";"05554004";Ahaus;Graes;"29.03.2022";;
6657;"48683";"05554004";Ahaus;Ottenstein;"29.03.2022";;
6658;"48683";"05554004";Ahaus;Wessum;"29.03.2022";;
6659;"48683";"05554004";Ahaus;Wüllen;"29.03.2022";;
6660;"59227";"05570004";Ahlen;Außenbereich;"29.03.2022";;
6661;"59229";"05570004";Ahlen;Außenbereich;"29.03.2022";;
6662;"59229";"05570004";Ahlen;Dolberg;"29.03.2022";;
6663;"59227";"05570004";Ahlen;Innenstadt;"29.03.2022";;
6664;"59229";"05570004";Ahlen;Innenstadt;"29.03.2022";;
6665;"59227";"05570004";Ahlen;Tönnishäuschen;"29.03.2022";;
6666;"59227";"05570004";Ahlen;Vorhelm;"29.03.2022";;
6667;"52457";"05358004";Aldenhoven;Aldenhoven;"29.03.2022";;
6668;"52457";"05358004";Aldenhoven;Dürboslar;"29.03.2022";;
6669;"52457";"05358004";Aldenhoven;Engelsdorf;"29.03.2022";;
6670;"52457";"05358004";Aldenhoven;Freialdenhoven;"29.03.2022";;
6671;"52457";"05358004";Aldenhoven;Niedermerz;"29.03.2022";;
6672;"52457";"05358004";Aldenhoven;Schleiden;"29.03.2022";;
6673;"52457";"05358004";Aldenhoven;Siersdorf;"29.03.2022";;
6674;"53347";"05382004";Alfter;Alfter;"29.03.2022";;
6675;"53347";"05382004";Alfter;Gielsdorf;"29.03.2022";;
6676;"53347";"05382004";Alfter;Heidgen;"29.03.2022";;
6677;"53347";"05382004";Alfter;Impekoven;"29.03.2022";;
6678;"53347";"05382004";Alfter;Oedekoven;"29.03.2022";;
6679;"53347";"05382004";Alfter;Volmershoven;"29.03.2022";;
6680;"53347";"05382004";Alfter;Witterschlick;"29.03.2022";;
6681;"46519";"05170004";Alpen;Alpen;"29.03.2022";;
6682;"46519";"05170004";Alpen;Bönninghardt;"29.03.2022";;
6683;"46519";"05170004";Alpen;Menzelen-West;"29.03.2022";;
6684;"46519";"05170004";Alpen;Menzelen-Ost;"29.03.2022";;
6685;"46519";"05170004";Alpen;Veen;"29.03.2022";;
6686;"52477";"05334004";Alsdorf;Alsdorf;"29.03.2022";;
6687;"52477";"05334004";Alsdorf;Begau;"29.03.2022";;
6688;"52477";"05334004";Alsdorf;Bettendorf;"29.03.2022";;
6689;"52477";"05334004";Alsdorf;Blumenrath;"29.03.2022";;
6690;"52477";"05334004";Alsdorf;Broicher Siedlung;"29.03.2022";;
6691;"52477";"05334004";Alsdorf;Busch;"29.03.2022";;
6692;"52477";"05334004";Alsdorf;Duffesheide;"29.03.2022";;
6693;"52477";"05334004";Alsdorf;Hoengen;"29.03.2022";;
6694;"52477";"05334004";Alsdorf;Kellersberg;"29.03.2022";;
6695;"52477";"05334004";Alsdorf;Mariadorf;"29.03.2022";;
6696;"52477";"05334004";Alsdorf;Neuweiler;"29.03.2022";;
6697;"52477";"05334004";Alsdorf;Ofden;"29.03.2022";;
6698;"52477";"05334004";Alsdorf;Ost;"29.03.2022";;
6699;"52477";"05334004";Alsdorf;Schaufenberg;"29.03.2022";;
6700;"52477";"05334004";Alsdorf;Schleibach;"29.03.2022";;
6701;"52477";"05334004";Alsdorf;Warden;"29.03.2022";;
6702;"52477";"05334004";Alsdorf;Zopp;"29.03.2022";;
6703;"58762";"05962004";Altena;Altena;"29.03.2022";;
6704;"58762";"05962004";Altena;Rahmede;"29.03.2022";;
6705;"58762";"05962004";Altena;Dahle;"29.03.2022";;
6706;"58762";"05962004";Altena;Evingsen;"29.03.2022";;
6707;"33184";"05774004";Altenbeken;Altenbeken;"29.03.2022";;
6708;"33184";"05774004";Altenbeken;Buke;"29.03.2022";;
6709;"33184";"05774004";Altenbeken;Schwaney;"29.03.2022";;
6710;"59609";"05974004";Anröchte;Altengeseke;"29.03.2022";;
6711;"59609";"05974004";Anröchte;Altenmellrich;"29.03.2022";;
6712;"59609";"05974004";Anröchte;Anröchte;"29.03.2022";;
6713;"59609";"05974004";Anröchte;Berge;"29.03.2022";;
6714;"59609";"05974004";Anröchte;Effeln;"29.03.2022";;
6715;"59609";"05974004";Anröchte;Klieve;"29.03.2022";;
6716;"59609";"05974004";Anröchte;Mellrich;"29.03.2022";;
6717;"59609";"05974004";Anröchte;Robringhausen;"29.03.2022";;
6718;"59609";"05974004";Anröchte;Uelde;"29.03.2022";;
6719;"59609";"05974004";Anröchte;Waltringhausen;"29.03.2022";;
6720;"59757";"05958004";Arnsberg;Arnsberg;"29.03.2022";;
6721;"59821";"05958004";Arnsberg;Arnsberg;"29.03.2022";;
6722;"59823";"05958004";Arnsberg;Arnsberg;"29.03.2022";;
6723;"59757";"05958004";Arnsberg;Bachum;"29.03.2022";;
6724;"59757";"05958004";Arnsberg;Bergheim;"29.03.2022";;
6725;"59823";"05958004";Arnsberg;Breitenbruch;"29.03.2022";;
6726;"59759";"05958004";Arnsberg;Bruchhausen;"29.03.2022";;
6727;"59757";"05958004";Arnsberg;Herdringen;"29.03.2022";;
6728;"59759";"05958004";Arnsberg;Herdringen;"29.03.2022";;
6729;"59757";"05958004";Arnsberg;Holzen;"29.03.2022";;
6730;"59755";"05958004";Arnsberg;Neheim-Hüsten;"29.03.2022";;
6731;"59757";"05958004";Arnsberg;Neheim-Hüsten;"29.03.2022";;
6732;"59759";"05958004";Arnsberg;Neheim-Hüsten;"29.03.2022";;
6733;"59755";"05958004";Arnsberg;Moosfelde;"29.03.2022";;
6734;"59757";"05958004";Arnsberg;Müschede;"29.03.2022";;
6735;"59759";"05958004";Arnsberg;Niedereimer;"29.03.2022";;
6736;"59821";"05958004";Arnsberg;Niedereimer;"29.03.2022";;
6737;"59823";"05958004";Arnsberg;Niedereimer;"29.03.2022";;
6738;"59823";"05958004";Arnsberg;Oeventrop;"29.03.2022";;
6739;"59823";"05958004";Arnsberg;Rumbeck;"29.03.2022";;
6740;"59823";"05958004";Arnsberg;Uentrop;"29.03.2022";;
6741;"59757";"05958004";Arnsberg;Voßwinkel;"29.03.2022";;
6742;"59821";"05958004";Arnsberg;Wennigloh;"29.03.2022";;
6743;"59387";"05558004";Ascheberg;Ascheberg;"29.03.2022";;
6744;"59387";"05558004";Ascheberg;Davensberg;"29.03.2022";;
6745;"59387";"05558004";Ascheberg;Herbern;"29.03.2022";;
6746;"57439";"05966004";Attendorn;Albringhausen;"29.03.2022";;
6747;"57439";"05966004";Attendorn;Attendorn;"29.03.2022";;
6748;"57439";"05966004";Attendorn;Berlinghausen;"29.03.2022";;
6749;"57439";"05966004";Attendorn;Beukenbeul;"29.03.2022";;
6750;"57439";"05966004";Attendorn;Biekhofen;"29.03.2022";;
6751;"57439";"05966004";Attendorn;Biggen;"29.03.2022";;
6752;"57439";"05966004";Attendorn;Borghausen;"29.03.2022";;
6753;"57439";"05966004";Attendorn;Bürberg;"29.03.2022";;
6754;"57439";"05966004";Attendorn;Dahlhausen;"29.03.2022";;
6755;"57439";"05966004";Attendorn;Dünschede;"29.03.2022";;
6756;"57439";"05966004";Attendorn;Ebbelinghagen;"29.03.2022";;
6757;"57439";"05966004";Attendorn;Eichen;"29.03.2022";;
6758;"57439";"05966004";Attendorn;Ennest;"29.03.2022";;
6759;"57439";"05966004";Attendorn;Erbscheid;"29.03.2022";;
6760;"57439";"05966004";Attendorn;Erlen;"29.03.2022";;
6761;"57439";"05966004";Attendorn;Ewig;"29.03.2022";;
6762;"57439";"05966004";Attendorn;Fernholte;"29.03.2022";;
6763;"57439";"05966004";Attendorn;Forsthaus Ebbe;"29.03.2022";;
6764;"57439";"05966004";Attendorn;Hebberg;"29.03.2022";;
6765;"57439";"05966004";Attendorn;Helden;"29.03.2022";;
6766;"57439";"05966004";Attendorn;Hofkühl;"29.03.2022";;
6767;"57439";"05966004";Attendorn;Hohen Hagen;"29.03.2022";;
6768;"57439";"05966004";Attendorn;Holzweg;"29.03.2022";;
6769;"57439";"05966004";Attendorn;Jäckelchen;"29.03.2022";;
6770;"57439";"05966004";Attendorn;Keseberg;"29.03.2022";;
6771;"57439";"05966004";Attendorn;Kraghammer;"29.03.2022";;
6772;"57439";"05966004";Attendorn;Lichtringhausen;"29.03.2022";;
6773;"57439";"05966004";Attendorn;Listerscheid;"29.03.2022";;
6774;"57439";"05966004";Attendorn;Merklinghausen;"29.03.2022";;
6775;"57439";"05966004";Attendorn;Milstenau;"29.03.2022";;
6776;"57439";"05966004";Attendorn;Neu-Listernohl;"29.03.2022";;
6777;"57439";"05966004";Attendorn;Neuenhof;"29.03.2022";;
6778;"57439";"05966004";Attendorn;Niederhelden;"29.03.2022";;
6779;"57439";"05966004";Attendorn;Nierhof;"29.03.2022";;
6780;"57439";"05966004";Attendorn;Nuttmecke;"29.03.2022";;
6781;"57439";"05966004";Attendorn;Papiermühle;"29.03.2022";;
6782;"57439";"05966004";Attendorn;Petersburg;"29.03.2022";;
6783;"57439";"05966004";Attendorn;Röllecken;"29.03.2022";;
6784;"57439";"05966004";Attendorn;Rauterkusen;"29.03.2022";;
6785;"57439";"05966004";Attendorn;Rautersbeul;"29.03.2022";;
6786;"57439";"05966004";Attendorn;Repe;"29.03.2022";;
6787;"57439";"05966004";Attendorn;Rieflinghausen;"29.03.2022";;
6788;"57439";"05966004";Attendorn;Roscheid;"29.03.2022";;
6789;"57439";"05966004";Attendorn;Schnellenberg;"29.03.2022";;
6790;"57439";"05966004";Attendorn;Silbecke;"29.03.2022";;
6791;"57439";"05966004";Attendorn;St. Claas;"29.03.2022";;
6792;"57439";"05966004";Attendorn;Uelhof;"29.03.2022";;
6793;"57439";"05966004";Attendorn;Voßsiepen;"29.03.2022";;
6794;"57439";"05966004";Attendorn;Wörmge;"29.03.2022";;
6795;"57439";"05966004";Attendorn;Wamge;"29.03.2022";;
6796;"57439";"05966004";Attendorn;Weltringhausen;"29.03.2022";;
6797;"57439";"05966004";Attendorn;Weschede;"29.03.2022";;
6798;"57439";"05966004";Attendorn;Weuste;"29.03.2022";;
6799;"57439";"05966004";Attendorn;Windhausen;"29.03.2022";;
6800;"57439";"05966004";Attendorn;Bremge/Biggesee;"29.03.2022";;
6801;"57439";"05966004";Attendorn;Bremge b. Ennest;"29.03.2022";;
6802;"57439";"05966004";Attendorn;Mecklinghausen;"29.03.2022";;
6803;"57319";"05970004";Bad Berleburg;Alertshausen;"29.03.2022";;
6804;"57319";"05970004";Bad Berleburg;Arfeld;"29.03.2022";;
6805;"57319";"05970004";Bad Berleburg;Aue;"29.03.2022";;
6806;"57319";"05970004";Bad Berleburg;Bad Berleburg;"29.03.2022";;
6807;"57319";"05970004";Bad Berleburg;Battenberg;"29.03.2022";;
6808;"57319";"05970004";Bad Berleburg;Beddelhausen;"29.03.2022";;
6809;"57319";"05970004";Bad Berleburg;Berghausen;"29.03.2022";;
6810;"57319";"05970004";Bad Berleburg;Christianseck;"29.03.2022";;
6811;"57319";"05970004";Bad Berleburg;Diedenshausen;"29.03.2022";;
6812;"57319";"05970004";Bad Berleburg;Dotzlar;"29.03.2022";;
6813;"57319";"05970004";Bad Berleburg;Elsoff;"29.03.2022";;
6814;"57319";"05970004";Bad Berleburg;Girkhausen;"29.03.2022";;
6815;"57319";"05970004";Bad Berleburg;Hemschlar;"29.03.2022";;
6816;"57319";"05970004";Bad Berleburg;Raumland;"29.03.2022";;
6817;"57319";"05970004";Bad Berleburg;Richstein;"29.03.2022";;
6818;"57319";"05970004";Bad Berleburg;Rinthe;"29.03.2022";;
6819;"57319";"05970004";Bad Berleburg;Sassenhausen;"29.03.2022";;
6820;"57319";"05970004";Bad Berleburg;Schwarzenau;"29.03.2022";;
6821;"57319";"05970004";Bad Berleburg;Schüllar;"29.03.2022";;
6822;"57319";"05970004";Bad Berleburg;Stünzel;"29.03.2022";;
6823;"57319";"05970004";Bad Berleburg;Weidenhausen;"29.03.2022";;
6824;"57319";"05970004";Bad Berleburg;Wemlighausen;"29.03.2022";;
6825;"57319";"05970004";Bad Berleburg;Wingeshausen;"29.03.2022";;
6826;"57319";"05970004";Bad Berleburg;Wunderthausen;"29.03.2022";;
6827;"57319";"05970004";Bad Berleburg;Gemeinde Bromskirchen;"29.03.2022";;
6828;"33014";"05762004";Bad Driburg;Alhausen;"29.03.2022";;
6829;"33014";"05762004";Bad Driburg;Bad Driburg;"29.03.2022";;
6830;"33014";"05762004";Bad Driburg;Bad Hermannsborn;"29.03.2022";;
6831;"33014";"05762004";Bad Driburg;Dringenberg;"29.03.2022";;
6832;"33014";"05762004";Bad Driburg;Erpentrup;"29.03.2022";;
6833;"33014";"05762004";Bad Driburg;Herste;"29.03.2022";;
6834;"33014";"05762004";Bad Driburg;Kühlsen;"29.03.2022";;
6835;"33014";"05762004";Bad Driburg;Langeland;"29.03.2022";;
6836;"33014";"05762004";Bad Driburg;Neuenheerse;"29.03.2022";;
6837;"33014";"05762004";Bad Driburg;Pömbsen;"29.03.2022";;
6838;"33014";"05762004";Bad Driburg;Reelsen;"29.03.2022";;
6839;"33014";"05762004";Bad Driburg;Siebenstern;"29.03.2022";;
6840;"53604";"05382008";Bad Honnef;Aegidienberg;"29.03.2022";;
6841;"53604";"05382008";Bad Honnef;Bad Honnef;"29.03.2022";;
6842;"53604";"05382008";Bad Honnef;Rhöndorf;"29.03.2022";;
6843;"53604";"05382008";Bad Honnef;Rommersdorf;"29.03.2022";;
6844;"53604";"05382008";Bad Honnef;Rottbitze;"29.03.2022";;
6845;"53604";"05382008";Bad Honnef;Selhof;"29.03.2022";;
6846;"57334";"05970028";Bad Laasphe;Amtshausen;"29.03.2022";;
6847;"57334";"05970028";Bad Laasphe;Bad Laasphe;"29.03.2022";;
6848;"57334";"05970028";Bad Laasphe;Banfe;"29.03.2022";;
6849;"57334";"05970028";Bad Laasphe;Bermershausen;"29.03.2022";;
6850;"57334";"05970028";Bad Laasphe;Bernshausen;"29.03.2022";;
6851;"57334";"05970028";Bad Laasphe;Feudingen;"29.03.2022";;
6852;"57334";"05970028";Bad Laasphe;Fischelbach;"29.03.2022";;
6853;"57334";"05970028";Bad Laasphe;Glashütte;"29.03.2022";;
6854;"57334";"05970028";Bad Laasphe;Großenbach;"29.03.2022";;
6855;"57334";"05970028";Bad Laasphe;Heiligenborn;"29.03.2022";;
6856;"57334";"05970028";Bad Laasphe;Herbertshausen;"29.03.2022";;
6857;"57334";"05970028";Bad Laasphe;Hesselbach;"29.03.2022";;
6858;"57334";"05970028";Bad Laasphe;Holzhausen;"29.03.2022";;
6859;"57334";"05970028";Bad Laasphe;Kunst-Wittgenstein;"29.03.2022";;
6860;"57334";"05970028";Bad Laasphe;Niederlaasphe;"29.03.2022";;
6861;"57334";"05970028";Bad Laasphe;Oberndorf;"29.03.2022";;
6862;"57334";"05970028";Bad Laasphe;Puderbach;"29.03.2022";;
6863;"57334";"05970028";Bad Laasphe;Rückershausen;"29.03.2022";;
6864;"57334";"05970028";Bad Laasphe;Rüppershausen;"29.03.2022";;
6865;"57334";"05970028";Bad Laasphe;Saßmannshausen;"29.03.2022";;
6866;"57334";"05970028";Bad Laasphe;Steinbach;"29.03.2022";;
6867;"57334";"05970028";Bad Laasphe;Volkholz;"29.03.2022";;
6868;"57334";"05970028";Bad Laasphe;Weide;"29.03.2022";;
6869;"57334";"05970028";Bad Laasphe;Laaspherhütte;"29.03.2022";;
6870;"53902";"05366004";Bad Münstereifel;Arloff;"29.03.2022";;
6871;"53902";"05366004";Bad Münstereifel;Bad Münstereifel;"29.03.2022";;
6872;"53902";"05366004";Bad Münstereifel;Bergrath;"29.03.2022";;
6873;"53902";"05366004";Bad Münstereifel;Berresheim;"29.03.2022";;
6874;"53902";"05366004";Bad Münstereifel;Effelsberg;"29.03.2022";;
6875;"53902";"05366004";Bad Münstereifel;Eichen;"29.03.2022";;
6876;"53902";"05366004";Bad Münstereifel;Eicherscheid;"29.03.2022";;
6877;"53902";"05366004";Bad Münstereifel;Ellesheim;"29.03.2022";;
6878;"53902";"05366004";Bad Münstereifel;Esch;"29.03.2022";;
6879;"53902";"05366004";Bad Münstereifel;Eschweiler;"29.03.2022";;
6880;"53902";"05366004";Bad Münstereifel;Gilsdorf;"29.03.2022";;
6881;"53902";"05366004";Bad Münstereifel;Hilterscheid;"29.03.2022";;
6882;"53902";"05366004";Bad Münstereifel;Hohn;"29.03.2022";;
6883;"53902";"05366004";Bad Münstereifel;Holzem;"29.03.2022";;
6884;"53902";"05366004";Bad Münstereifel;Houverath;"29.03.2022";;
6885;"53902";"05366004";Bad Münstereifel;Hummerzheim;"29.03.2022";;
6886;"53902";"05366004";Bad Münstereifel;Hünkhoven;"29.03.2022";;
6887;"53902";"05366004";Bad Münstereifel;Iversheim;"29.03.2022";;
6888;"53902";"05366004";Bad Münstereifel;Kalkar;"29.03.2022";;
6889;"53902";"05366004";Bad Münstereifel;Kirspenich;"29.03.2022";;
6890;"53902";"05366004";Bad Münstereifel;Kolvenbach;"29.03.2022";;
6891;"53902";"05366004";Bad Münstereifel;Langscheid;"29.03.2022";;
6892;"53902";"05366004";Bad Münstereifel;Lanzerath;"29.03.2022";;
6893;"53902";"05366004";Bad Münstereifel;Lethert;"29.03.2022";;
6894;"53902";"05366004";Bad Münstereifel;Limbach;"29.03.2022";;
6895;"53902";"05366004";Bad Münstereifel;Lingscheiderhof;"29.03.2022";;
6896;"53902";"05366004";Bad Münstereifel;Mahlberg;"29.03.2022";;
6897;"53902";"05366004";Bad Münstereifel;Maulbach;"29.03.2022";;
6898;"53902";"05366004";Bad Münstereifel;Mutscheid;"29.03.2022";;
6899;"53902";"05366004";Bad Münstereifel;Nöthen;"29.03.2022";;
6900;"53902";"05366004";Bad Münstereifel;Neichen;"29.03.2022";;
6901;"53902";"05366004";Bad Münstereifel;Nitterscheid;"29.03.2022";;
6902;"53902";"05366004";Bad Münstereifel;Odesheim;"29.03.2022";;
6903;"53902";"05366004";Bad Münstereifel;Ohlerath;"29.03.2022";;
6904;"53902";"05366004";Bad Münstereifel;Reckerscheid;"29.03.2022";;
6905;"53902";"05366004";Bad Münstereifel;Rodert;"29.03.2022";;
6906;"53902";"05366004";Bad Münstereifel;Rupperath;"29.03.2022";;
6907;"53902";"05366004";Bad Münstereifel;Sasserath;"29.03.2022";;
6908;"53902";"05366004";Bad Münstereifel;Schönau;"29.03.2022";;
6909;"53902";"05366004";Bad Münstereifel;Scheuerheck;"29.03.2022";;
6910;"53902";"05366004";Bad Münstereifel;Scheuren;"29.03.2022";;
6911;"53902";"05366004";Bad Münstereifel;Soller;"29.03.2022";;
6912;"53902";"05366004";Bad Münstereifel;Vollmert;"29.03.2022";;
6913;"53902";"05366004";Bad Münstereifel;Wald;"29.03.2022";;
6914;"53902";"05366004";Bad Münstereifel;Weißenstein;"29.03.2022";;
6915;"53902";"05366004";Bad Münstereifel;Willerscheid;"29.03.2022";;
6916;"53902";"05366004";Bad Münstereifel;Witscheiderhof;"29.03.2022";;
6917;"53902";"05366004";Bad Münstereifel;Honerath;"29.03.2022";;
6918;"32549";"05770004";Bad Oeynhausen;Dehme;"29.03.2022";;
6919;"32549";"05770004";Bad Oeynhausen;Eidinghausen;"29.03.2022";;
6920;"32545";"05770004";Bad Oeynhausen;Innenstadt;"29.03.2022";;
6921;"32547";"05770004";Bad Oeynhausen;Innenstadt;"29.03.2022";;
6922;"32549";"05770004";Bad Oeynhausen;Innenstadt;"29.03.2022";;
6923;"32545";"05770004";Bad Oeynhausen;Lohe;"29.03.2022";;
6924;"32547";"05770004";Bad Oeynhausen;Lohe;"29.03.2022";;
6925;"32547";"05770004";Bad Oeynhausen;Rehme;"29.03.2022";;
6926;"32549";"05770004";Bad Oeynhausen;Volmerdingsen;"29.03.2022";;
6927;"32549";"05770004";Bad Oeynhausen;Werste;"29.03.2022";;
6928;"32549";"05770004";Bad Oeynhausen;Wulferdingsen;"29.03.2022";;
6929;"32107";"05766008";Bad Salzuflen;Biemsen-Ahmsen;"29.03.2022";;
6930;"32108";"05766008";Bad Salzuflen;Ehrsen-Breden;"29.03.2022";;
6931;"32107";"05766008";Bad Salzuflen;Grastrup-Hölsen;"29.03.2022";;
6932;"32108";"05766008";Bad Salzuflen;Grastrup-Hölsen;"29.03.2022";;
6933;"32107";"05766008";Bad Salzuflen;Holzhausen;"29.03.2022";;
6934;"32108";"05766008";Bad Salzuflen;Holzhausen;"29.03.2022";;
6935;"32105";"05766008";Bad Salzuflen;Innenstadt;"29.03.2022";;
6936;"32107";"05766008";Bad Salzuflen;Innenstadt;"29.03.2022";;
6937;"32108";"05766008";Bad Salzuflen;Innenstadt;"29.03.2022";;
6938;"32107";"05766008";Bad Salzuflen;Lockhausen;"29.03.2022";;
6939;"32108";"05766008";Bad Salzuflen;Papenhausen;"29.03.2022";;
6940;"32108";"05766008";Bad Salzuflen;Retzen;"29.03.2022";;
6941;"32107";"05766008";Bad Salzuflen;Schötmar;"29.03.2022";;
6942;"32108";"05766008";Bad Salzuflen;Schötmar;"29.03.2022";;
6943;"32107";"05766008";Bad Salzuflen;Werl-Aspe;"29.03.2022";;
6944;"32107";"05766008";Bad Salzuflen;Wülfer-Bexten;"29.03.2022";;
6945;"32108";"05766008";Bad Salzuflen;Wüsten;"29.03.2022";;
6946;"32105";"05766008";Bad Salzuflen;Bad Salzuflen;"29.03.2022";;
6947;"59505";"05974008";Bad Sassendorf;Bad Sassendorf;"29.03.2022";;
6948;"59505";"05974008";Bad Sassendorf;Bettinghausen;"29.03.2022";;
6949;"59505";"05974008";Bad Sassendorf;Beusingsen;"29.03.2022";;
6950;"59505";"05974008";Bad Sassendorf;Elfsen;"29.03.2022";;
6951;"59505";"05974008";Bad Sassendorf;Enkesen im Klei;"29.03.2022";;
6952;"59505";"05974008";Bad Sassendorf;Heppen;"29.03.2022";;
6953;"59505";"05974008";Bad Sassendorf;Herringsen;"29.03.2022";;
6954;"59505";"05974008";Bad Sassendorf;Lohne;"29.03.2022";;
6955;"59505";"05974008";Bad Sassendorf;Neuengeseke;"29.03.2022";;
6956;"59505";"05974008";Bad Sassendorf;Opmünden;"29.03.2022";;
6957;"59505";"05974008";Bad Sassendorf;Ostinghausen;"29.03.2022";;
6958;"59505";"05974008";Bad Sassendorf;Weslarn;"29.03.2022";;
6959;"33181";"05774040";Bad Wünnenberg;Bleiwäsche;"29.03.2022";;
6960;"33181";"05774040";Bad Wünnenberg;Elisenhof;"29.03.2022";;
6961;"33181";"05774040";Bad Wünnenberg;Fürstenberg;"29.03.2022";;
6962;"33181";"05774040";Bad Wünnenberg;Haaren;"29.03.2022";;
6963;"33181";"05774040";Bad Wünnenberg;Helmern;"29.03.2022";;
6964;"33181";"05774040";Bad Wünnenberg;Leiberg;"29.03.2022";;
6965;"33181";"05774040";Bad Wünnenberg;Bad Wünnenberg;"29.03.2022";;
6966;"52499";"05334008";Baesweiler;Baesweiler;"29.03.2022";;
6967;"52499";"05334008";Baesweiler;Beggendorf;"29.03.2022";;
6968;"52499";"05334008";Baesweiler;Floverich;"29.03.2022";;
6969;"52499";"05334008";Baesweiler;Loverich;"29.03.2022";;
6970;"52499";"05334008";Baesweiler;Oidtweiler;"29.03.2022";;
6971;"52499";"05334008";Baesweiler;Puffendorf;"29.03.2022";;
6972;"52499";"05334008";Baesweiler;Setterich;"29.03.2022";;
6973;"58802";"05962008";Balve;Balve;"29.03.2022";;
6974;"58802";"05962008";Balve;Beckum;"29.03.2022";;
6975;"58802";"05962008";Balve;Eisborn;"29.03.2022";;
6976;"58802";"05962008";Balve;Garbeck;"29.03.2022";;
6977;"58802";"05962008";Balve;Langenholthausen;"29.03.2022";;
6978;"58802";"05962008";Balve;Mellen;"29.03.2022";;
6979;"58802";"05962008";Balve;Volkringhausen;"29.03.2022";;
6980;"32683";"05766012";Barntrup;Alverdissen;"29.03.2022";;
6981;"32683";"05766012";Barntrup;Barntrup;"29.03.2022";;
6982;"32683";"05766012";Barntrup;Selbeck;"29.03.2022";;
6983;"32683";"05766012";Barntrup;Sommersell;"29.03.2022";;
6984;"32683";"05766012";Barntrup;Sonneborn;"29.03.2022";;
6985;"59269";"05570008";Beckum;Beckum;"29.03.2022";;
6986;"59269";"05570008";Beckum;Neubeckum;"29.03.2022";;
6987;"59269";"05570008";Beckum;Roland;"29.03.2022";;
6988;"59269";"05570008";Beckum;Vellern;"29.03.2022";;
6989;"59269";"05570008";Beckum;Gemeinde Ennigerloh;"29.03.2022";;
6990;"50181";"05362004";Bedburg;Bedburg;"29.03.2022";;
6991;"50181";"05362004";Bedburg;Blerichen;"29.03.2022";;
6992;"50181";"05362004";Bedburg;Broich;"29.03.2022";;
6993;"50181";"05362004";Bedburg;Grottenherten;"29.03.2022";;
6994;"50181";"05362004";Bedburg;Königshoven;"29.03.2022";;
6995;"50181";"05362004";Bedburg;Kaster;"29.03.2022";;
6996;"50181";"05362004";Bedburg;Kirchherten;"29.03.2022";;
6997;"50181";"05362004";Bedburg;Kirchtroisdorf;"29.03.2022";;
6998;"50181";"05362004";Bedburg;Kirdorf;"29.03.2022";;
6999;"50181";"05362004";Bedburg;Kleintroisdorf;"29.03.2022";;
7000;"50181";"05362004";Bedburg;Lipp;"29.03.2022";;
7001;"50181";"05362004";Bedburg;Millendorf;"29.03.2022";;
7002;"50181";"05362004";Bedburg;Oppendorf;"29.03.2022";;
7003;"50181";"05362004";Bedburg;Pütz;"29.03.2022";;
7004;"50181";"05362004";Bedburg;Rath;"29.03.2022";;
