ID;PLZ;RegSchl;Ort;Ortsteil;Stand;gueltigVon;gueltigBis
8486;"32699";"05766028";Extertal;Nalhof;"29.03.2022";;
8487;"32699";"05766028";Extertal;Rott;"29.03.2022";;
8488;"32699";"05766028";Extertal;Schönhagen;"29.03.2022";;
8489;"32699";"05766028";Extertal;Silixen;"29.03.2022";;
8490;"57413";"05966012";Finnentrop;Ahausen;"29.03.2022";;
8491;"57413";"05966012";Finnentrop;Ahauser Mühle;"29.03.2022";;
8492;"57413";"05966012";Finnentrop;Altfinnentrop;"29.03.2022";;
8493;"57413";"05966012";Finnentrop;Bamenohl;"29.03.2022";;
8494;"57413";"05966012";Finnentrop;Bausenrode;"29.03.2022";;
8495;"57413";"05966012";Finnentrop;Becksiepen;"29.03.2022";;
8496;"57413";"05966012";Finnentrop;Dahm;"29.03.2022";;
8497;"57413";"05966012";Finnentrop;Deutmecke;"29.03.2022";;
8498;"57413";"05966012";Finnentrop;Elsmecke;"29.03.2022";;
8499;"57413";"05966012";Finnentrop;Faulebutter;"29.03.2022";;
8500;"57413";"05966012";Finnentrop;Fehrenbracht;"29.03.2022";;
8501;"57413";"05966012";Finnentrop;Finnentrop;"29.03.2022";;
8502;"57413";"05966012";Finnentrop;Fretter;"29.03.2022";;
8503;"57413";"05966012";Finnentrop;Frettermühle;"29.03.2022";;
8504;"57413";"05966012";Finnentrop;Frielentrop;"29.03.2022";;
8505;"57413";"05966012";Finnentrop;Gierschlade;"29.03.2022";;
8506;"57413";"05966012";Finnentrop;Hausstätte;"29.03.2022";;
8507;"57413";"05966012";Finnentrop;Heggen;"29.03.2022";;
8508;"57413";"05966012";Finnentrop;Hollenbock;"29.03.2022";;
8509;"57413";"05966012";Finnentrop;Hülschotten;"29.03.2022";;
8510;"57413";"05966012";Finnentrop;Illeschlade;"29.03.2022";;
8511;"57413";"05966012";Finnentrop;Klingelborn;"29.03.2022";;
8512;"57413";"05966012";Finnentrop;Kuckuck;"29.03.2022";;
8513;"57413";"05966012";Finnentrop;Lenhausen;"29.03.2022";;
8514;"57413";"05966012";Finnentrop;Mißmecke;"29.03.2022";;
8515;"57413";"05966012";Finnentrop;Müllen;"29.03.2022";;
8516;"57413";"05966012";Finnentrop;Ostentrop;"29.03.2022";;
8517;"57413";"05966012";Finnentrop;Permecke;"29.03.2022";;
8518;"57413";"05966012";Finnentrop;Rönkhausen;"29.03.2022";;
8519;"57413";"05966012";Finnentrop;Ramscheid;"29.03.2022";;
8520;"57413";"05966012";Finnentrop;Sange;"29.03.2022";;
8521;"57413";"05966012";Finnentrop;Schöndelt;"29.03.2022";;
8522;"57413";"05966012";Finnentrop;Schönholthausen;"29.03.2022";;
8523;"57413";"05966012";Finnentrop;Schliprüthen;"29.03.2022";;
8524;"57413";"05966012";Finnentrop;Schliprüthen-Mühle;"29.03.2022";;
8525;"57413";"05966012";Finnentrop;Schwartmecke;"29.03.2022";;
8526;"57413";"05966012";Finnentrop;Serkenrode;"29.03.2022";;
8527;"57413";"05966012";Finnentrop;Steinsiepen;"29.03.2022";;
8528;"57413";"05966012";Finnentrop;Tiefenau;"29.03.2022";;
8529;"57413";"05966012";Finnentrop;Wörden;"29.03.2022";;
8530;"57413";"05966012";Finnentrop;Weringhausen;"29.03.2022";;
8531;"57413";"05966012";Finnentrop;Weuspert;"29.03.2022";;
8532;"57413";"05966012";Finnentrop;Wiebelhausen;"29.03.2022";;
8533;"50226";"05362024";Frechen;Bachem;"29.03.2022";;
8534;"50226";"05362024";Frechen;Buschbell;"29.03.2022";;
8535;"50226";"05362024";Frechen;Frechen;"29.03.2022";;
8536;"50226";"05362024";Frechen;Grefrath;"29.03.2022";;
8537;"50226";"05362024";Frechen;Habbelrath;"29.03.2022";;
8538;"50226";"05362024";Frechen;Königsdorf;"29.03.2022";;
8539;"50226";"05362024";Frechen;Neubuschbell;"29.03.2022";;
8540;"50226";"05362024";Frechen;Grube Carl;"29.03.2022";;
8541;"50226";"05362024";Frechen;Benzelrath;"29.03.2022";;
8542;"50226";"05362024";Frechen;Hücheln;"29.03.2022";;
8543;"57258";"05970016";Freudenberg;Alchen;"29.03.2022";;
8544;"57258";"05970016";Freudenberg;Bottenberg;"29.03.2022";;
8545;"57258";"05970016";Freudenberg;Bühl;"29.03.2022";;
8546;"57258";"05970016";Freudenberg;Büschergrund;"29.03.2022";;
8547;"57258";"05970016";Freudenberg;Dirlenbach;"29.03.2022";;
8548;"57258";"05970016";Freudenberg;Freudenberg;"29.03.2022";;
8549;"57258";"05970016";Freudenberg;Heisberg;"29.03.2022";;
8550;"57258";"05970016";Freudenberg;Hohenhain;"29.03.2022";;
8551;"57258";"05970016";Freudenberg;Lindenberg;"29.03.2022";;
8552;"57258";"05970016";Freudenberg;Mausbach;"29.03.2022";;
8553;"57258";"05970016";Freudenberg;Niederheuslingen;"29.03.2022";;
8554;"57258";"05970016";Freudenberg;Niederholzklau;"29.03.2022";;
8555;"57258";"05970016";Freudenberg;Niederndorf;"29.03.2022";;
8556;"57258";"05970016";Freudenberg;Oberfischbach;"29.03.2022";;
8557;"57258";"05970016";Freudenberg;Oberheuslingen;"29.03.2022";;
8558;"57258";"05970016";Freudenberg;Oberholzklau;"29.03.2022";;
8559;"57258";"05970016";Freudenberg;Plittershagen;"29.03.2022";;
8560;"58730";"05978012";Fröndenberg/Ruhr;Altendorf;"29.03.2022";;
8561;"58730";"05978012";Fröndenberg/Ruhr;Ardey;"29.03.2022";;
8562;"58730";"05978012";Fröndenberg/Ruhr;Bausenhagen;"29.03.2022";;
8563;"58730";"05978012";Fröndenberg/Ruhr;Bentrop;"29.03.2022";;
8564;"58730";"05978012";Fröndenberg/Ruhr;Dellwig;"29.03.2022";;
8565;"58730";"05978012";Fröndenberg/Ruhr;Frömern;"29.03.2022";;
8566;"58730";"05978012";Fröndenberg/Ruhr;Fröndenberg;"29.03.2022";;
8567;"58730";"05978012";Fröndenberg/Ruhr;Frohnhausen;"29.03.2022";;
8568;"58730";"05978012";Fröndenberg/Ruhr;Hohenheide;"29.03.2022";;
8569;"58730";"05978012";Fröndenberg/Ruhr;Langschede;"29.03.2022";;
8570;"58730";"05978012";Fröndenberg/Ruhr;Neimen;"29.03.2022";;
8571;"58730";"05978012";Fröndenberg/Ruhr;Ostbüren;"29.03.2022";;
8572;"58730";"05978012";Fröndenberg/Ruhr;Stentrop;"29.03.2022";;
8573;"58730";"05978012";Fröndenberg/Ruhr;Strickherdicke;"29.03.2022";;
8574;"58730";"05978012";Fröndenberg/Ruhr;Warmen;"29.03.2022";;
8575;"52538";"05370008";Gangelt;Birgden;"29.03.2022";;
8576;"52538";"05370008";Gangelt;Breberen;"29.03.2022";;
8577;"52538";"05370008";Gangelt;Broichhoven;"29.03.2022";;
8578;"52538";"05370008";Gangelt;Brüxgen;"29.03.2022";;
8579;"52538";"05370008";Gangelt;Buscherheide;"29.03.2022";;
8580;"52538";"05370008";Gangelt;Gangelt;"29.03.2022";;
8581;"52538";"05370008";Gangelt;Harzelt;"29.03.2022";;
8582;"52538";"05370008";Gangelt;Hastenrath;"29.03.2022";;
8583;"52538";"05370008";Gangelt;Hohenbusch;"29.03.2022";;
8584;"52538";"05370008";Gangelt;Kievelberg;"29.03.2022";;
8585;"52538";"05370008";Gangelt;Kreuzrath;"29.03.2022";;
8586;"52538";"05370008";Gangelt;Langbroich;"29.03.2022";;
8587;"52538";"05370008";Gangelt;Mindergangelt;"29.03.2022";;
8588;"52538";"05370008";Gangelt;Nachbarheid;"29.03.2022";;
8589;"52538";"05370008";Gangelt;Niederbusch;"29.03.2022";;
8590;"52538";"05370008";Gangelt;Schierwaldenrath;"29.03.2022";;
8591;"52538";"05370008";Gangelt;Schümm;"29.03.2022";;
8592;"52538";"05370008";Gangelt;Stahe;"29.03.2022";;
8593;"52538";"05370008";Gangelt;Vinteln;"29.03.2022";;
8594;"52511";"05370012";Geilenkirchen;Apweiler;"29.03.2022";;
8595;"52511";"05370012";Geilenkirchen;Bauchem;"29.03.2022";;
8596;"52511";"05370012";Geilenkirchen;Beeck;"29.03.2022";;
8597;"52511";"05370012";Geilenkirchen;Bocket;"29.03.2022";;
8598;"52511";"05370012";Geilenkirchen;Flahstraß;"29.03.2022";;
8599;"52511";"05370012";Geilenkirchen;Geilenkirchen;"29.03.2022";;
8600;"52511";"05370012";Geilenkirchen;Gillrath;"29.03.2022";;
8601;"52511";"05370012";Geilenkirchen;Grotenrath;"29.03.2022";;
8602;"52511";"05370012";Geilenkirchen;Hatterath;"29.03.2022";;
8603;"52511";"05370012";Geilenkirchen;Hochheid;"29.03.2022";;
8604;"52511";"05370012";Geilenkirchen;Honsdorf;"29.03.2022";;
8605;"52511";"05370012";Geilenkirchen;Hoven;"29.03.2022";;
8606;"52511";"05370012";Geilenkirchen;Immendorf;"29.03.2022";;
8607;"52511";"05370012";Geilenkirchen;Kogenbroich;"29.03.2022";;
8608;"52511";"05370012";Geilenkirchen;Kraudorf;"29.03.2022";;
8609;"52511";"05370012";Geilenkirchen;Leiffarth;"29.03.2022";;
8610;"52511";"05370012";Geilenkirchen;Lindern;"29.03.2022";;
8611;"52511";"05370012";Geilenkirchen;Müllendorf;"29.03.2022";;
8612;"52511";"05370012";Geilenkirchen;Niederheid;"29.03.2022";;
8613;"52511";"05370012";Geilenkirchen;Nierstraß;"29.03.2022";;
8614;"52511";"05370012";Geilenkirchen;Nirm;"29.03.2022";;
8615;"52511";"05370012";Geilenkirchen;Panneschopp;"29.03.2022";;
8616;"52511";"05370012";Geilenkirchen;Prummern;"29.03.2022";;
8617;"52511";"05370012";Geilenkirchen;Rischden;"29.03.2022";;
8618;"52511";"05370012";Geilenkirchen;Süggerath;"29.03.2022";;
8619;"52511";"05370012";Geilenkirchen;Teveren;"29.03.2022";;
8620;"52511";"05370012";Geilenkirchen;Tripsrath;"29.03.2022";;
8621;"52511";"05370012";Geilenkirchen;Waurichen;"29.03.2022";;
8622;"52511";"05370012";Geilenkirchen;Würm;"29.03.2022";;
8623;"52511";"05370012";Geilenkirchen;Hünshoven;"29.03.2022";;
8624;"47608";"05154012";Geldern;Geldern;"29.03.2022";;
8625;"47608";"05154012";Geldern;Hartefeld;"29.03.2022";;
8626;"47608";"05154012";Geldern;Kapellen;"29.03.2022";;
8627;"47608";"05154012";Geldern;Lüllingen;"29.03.2022";;
8628;"47608";"05154012";Geldern;Pont;"29.03.2022";;
8629;"47608";"05154012";Geldern;Veert;"29.03.2022";;
8630;"47608";"05154012";Geldern;Vernum;"29.03.2022";;
8631;"47608";"05154012";Geldern;Walbeck;"29.03.2022";;
8632;"45886";"05513000";Gelsenkirchen;Ückendorf;"29.03.2022";;
8633;"45879";"05513000";Gelsenkirchen;Altstadt;"29.03.2022";;
8634;"45897";"05513000";Gelsenkirchen;Beckhausen;"29.03.2022";;
8635;"45899";"05513000";Gelsenkirchen;Beckhausen;"29.03.2022";;
8636;"45889";"05513000";Gelsenkirchen;Bismarck;"29.03.2022";;
8637;"45894";"05513000";Gelsenkirchen;Buer;"29.03.2022";;
8638;"45897";"05513000";Gelsenkirchen;Buer;"29.03.2022";;
8639;"45888";"05513000";Gelsenkirchen;Bulmke-Hüllen;"29.03.2022";;
8640;"45891";"05513000";Gelsenkirchen;Erle;"29.03.2022";;
8641;"45883";"05513000";Gelsenkirchen;Feldmark;"29.03.2022";;
8642;"45896";"05513000";Gelsenkirchen;Hassel;"29.03.2022";;
8643;"45883";"05513000";Gelsenkirchen;Heßler;"29.03.2022";;
8644;"45899";"05513000";Gelsenkirchen;Heßler;"29.03.2022";;
8645;"45897";"05513000";Gelsenkirchen;Horst;"29.03.2022";;
8646;"45899";"05513000";Gelsenkirchen;Horst;"29.03.2022";;
8647;"45879";"05513000";Gelsenkirchen;Neustadt;"29.03.2022";;
8648;"45892";"05513000";Gelsenkirchen;Resse;"29.03.2022";;
8649;"45892";"05513000";Gelsenkirchen;Resser-Mark;"29.03.2022";;
8650;"45884";"05513000";Gelsenkirchen;Rotthausen;"29.03.2022";;
8651;"45881";"05513000";Gelsenkirchen;Schalke;"29.03.2022";;
8652;"45881";"05513000";Gelsenkirchen;Schalke-Nord;"29.03.2022";;
8653;"45896";"05513000";Gelsenkirchen;Scholven;"29.03.2022";;
8654;"48712";"05554016";Gescher;Gescher;"29.03.2022";;
8655;"48712";"05554016";Gescher;Hochmoor;"29.03.2022";;
8656;"59590";"05974020";Geseke;Bönninghausen;"29.03.2022";;
8657;"59590";"05974020";Geseke;Ehringhausen;"29.03.2022";;
8658;"59590";"05974020";Geseke;Eringerfeld;"29.03.2022";;
8659;"59590";"05974020";Geseke;Ermsinghausen;"29.03.2022";;
8660;"59590";"05974020";Geseke;Geseke;"29.03.2022";;
8661;"59590";"05974020";Geseke;Langeneicke;"29.03.2022";;
8662;"59590";"05974020";Geseke;Mönninghausen;"29.03.2022";;
8663;"59590";"05974020";Geseke;Mittelhausen;"29.03.2022";;
8664;"59590";"05974020";Geseke;Störmede;"29.03.2022";;
8665;"58285";"05954012";Gevelsberg;Asbeck;"29.03.2022";;
8666;"58285";"05954012";Gevelsberg;Berge;"29.03.2022";;
8667;"58285";"05954012";Gevelsberg;Gevelsberg;"29.03.2022";;
8668;"58285";"05954012";Gevelsberg;Silschede;"29.03.2022";;
8669;"45968";"05562014";Gladbeck;Brauck;"29.03.2022";;
8670;"45968";"05562014";Gladbeck;Butendorf;"29.03.2022";;
8671;"45964";"05562014";Gladbeck;Ellinghorst;"29.03.2022";;
8672;"45966";"05562014";Gladbeck;Kirchhellen;"29.03.2022";;
8673;"45964";"05562014";Gladbeck;Mitte;"29.03.2022";;
8674;"45966";"05562014";Gladbeck;Alt-Rentfort;"29.03.2022";;
8675;"45966";"05562014";Gladbeck;Rentfort-Nord;"29.03.2022";;
8676;"45968";"05562014";Gladbeck;Rosenhügel;"29.03.2022";;
8677;"45966";"05562014";Gladbeck;Schultendorf;"29.03.2022";;
8678;"45966";"05562014";Gladbeck;Zweckel;"29.03.2022";;
8679;"45966";"05562014";Gladbeck;Rentfort;"29.03.2022";;
8680;"45964";"05562014";Gladbeck;Gladbeck;"29.03.2022";;
8681;"47574";"05154016";Goch;Asperden;"29.03.2022";;
8682;"47574";"05154016";Goch;Goch;"29.03.2022";;
8683;"47574";"05154016";Goch;Hassum;"29.03.2022";;
8684;"47574";"05154016";Goch;Hommersum;"29.03.2022";;
8685;"47574";"05154016";Goch;Hülm;"29.03.2022";;
8686;"47574";"05154016";Goch;Kessel;"29.03.2022";;
8687;"47574";"05154016";Goch;Nierswalde;"29.03.2022";;
8688;"47574";"05154016";Goch;Pfalzdorf;"29.03.2022";;
8689;"47929";"05166008";Grefrath;Grefrath;"29.03.2022";;
8690;"47929";"05166008";Grefrath;Mülhausen;"29.03.2022";;
8691;"47929";"05166008";Grefrath;Oedt;"29.03.2022";;
8692;"47929";"05166008";Grefrath;Vinkrath;"29.03.2022";;
8693;"48268";"05566012";Greven;Gimbte;"29.03.2022";;
8694;"48268";"05566012";Greven;Greven;"29.03.2022";;
8695;"48268";"05566012";Greven;Reckenfeld;"29.03.2022";;
8696;"41515";"05162008";Grevenbroich;Allrath;"29.03.2022";;
8697;"41515";"05162008";Grevenbroich;Barrenstein;"29.03.2022";;
8698;"41516";"05162008";Grevenbroich;Busch;"29.03.2022";;
8699;"41515";"05162008";Grevenbroich;Elsen;"29.03.2022";;
8700;"41517";"05162008";Grevenbroich;Frimmersdorf;"29.03.2022";;
8701;"41515";"05162008";Grevenbroich;Gewerbegebiet Ost;"29.03.2022";;
8702;"41517";"05162008";Grevenbroich;Gindorf;"29.03.2022";;
8703;"41516";"05162008";Grevenbroich;Gruissem;"29.03.2022";;
8704;"41516";"05162008";Grevenbroich;Gubisrath;"29.03.2022";;
8705;"41517";"05162008";Grevenbroich;Gustorf;"29.03.2022";;
8706;"41516";"05162008";Grevenbroich;Hemmerden;"29.03.2022";;
8707;"41516";"05162008";Grevenbroich;Hülchrath;"29.03.2022";;
8708;"41516";"05162008";Grevenbroich;Kapellen;"29.03.2022";;
8709;"41515";"05162008";Grevenbroich;Laach;"29.03.2022";;
8710;"41516";"05162008";Grevenbroich;Langwaden;"29.03.2022";;
8711;"41516";"05162008";Grevenbroich;Mühlrath;"29.03.2022";;
8712;"41516";"05162008";Grevenbroich;Münchrath;"29.03.2022";;
8713;"41515";"05162008";Grevenbroich;Neu-Elfgen;"29.03.2022";;
8714;"41516";"05162008";Grevenbroich;Neubrück;"29.03.2022";;
8715;"41517";"05162008";Grevenbroich;Neuenhausen;"29.03.2022";;
8716;"41516";"05162008";Grevenbroich;Neukirchen;"29.03.2022";;
8717;"41516";"05162008";Grevenbroich;Neukircher Heide;"29.03.2022";;
8718;"41517";"05162008";Grevenbroich;Neurath;"29.03.2022";;
8719;"41515";"05162008";Grevenbroich;Noithausen;"29.03.2022";;
8720;"41515";"05162008";Grevenbroich;Orken;"29.03.2022";;
8721;"41515";"05162008";Grevenbroich;Stadtmitte;"29.03.2022";;
8722;"41515";"05162008";Grevenbroich;Südstadt;"29.03.2022";;
8723;"41516";"05162008";Grevenbroich;Tüschenbroich;"29.03.2022";;
8724;"41516";"05162008";Grevenbroich;Vierwinden;"29.03.2022";;
8725;"41516";"05162008";Grevenbroich;Wevelinghoven;"29.03.2022";;
8726;"48599";"05554020";Gronau (Westf.);Epe;"29.03.2022";;
8727;"48599";"05554020";Gronau (Westf.);Gronau;"29.03.2022";;
8728;"33334";"05754008";Gütersloh;Avenwedde;"29.03.2022";;
8729;"33335";"05754008";Gütersloh;Avenwedde;"29.03.2022";;
8730;"33334";"05754008";Gütersloh;Ebbesloh;"29.03.2022";;
8731;"33335";"05754008";Gütersloh;Friedrichsdorf;"29.03.2022";;
8732;"33334";"05754008";Gütersloh;Hollen;"29.03.2022";;
8733;"33330";"05754008";Gütersloh;Innenstadt;"29.03.2022";;
8734;"33332";"05754008";Gütersloh;Innenstadt;"29.03.2022";;
8735;"33334";"05754008";Gütersloh;Innenstadt;"29.03.2022";;
8736;"33335";"05754008";Gütersloh;Innenstadt;"29.03.2022";;
8737;"33334";"05754008";Gütersloh;Isselhorst;"29.03.2022";;
8738;"33334";"05754008";Gütersloh;Niehorst;"29.03.2022";;
8739;"33332";"05754008";Gütersloh;Spexard;"29.03.2022";;
8740;"33333";"05754008";Gütersloh;Spexard;"29.03.2022";;
8741;"33334";"05754008";Gütersloh;Spexard;"29.03.2022";;
8742;"33335";"05754008";Gütersloh;Spexard;"29.03.2022";;
8743;"51647";"05374012";Gummersbach;Apfelbaum;"29.03.2022";;
8744;"51647";"05374012";Gummersbach;Becke;"29.03.2022";;
8745;"51647";"05374012";Gummersbach;Berghausen;"29.03.2022";;
8746;"51647";"05374012";Gummersbach;Bernberg;"29.03.2022";;
8747;"51647";"05374012";Gummersbach;Birnbaum;"29.03.2022";;
8748;"51647";"05374012";Gummersbach;Bracht;"29.03.2022";;
8749;"51647";"05374012";Gummersbach;Bredenbruch;"29.03.2022";;
8750;"51647";"05374012";Gummersbach;Brink;"29.03.2022";;
8751;"51647";"05374012";Gummersbach;Bruch;"29.03.2022";;
8752;"51645";"05374012";Gummersbach;Brunohl;"29.03.2022";;
8753;"51645";"05374012";Gummersbach;Bünghausen;"29.03.2022";;
8754;"51647";"05374012";Gummersbach;Deitenbach;"29.03.2022";;
8755;"51645";"05374012";Gummersbach;Derschlag;"29.03.2022";;
8756;"51645";"05374012";Gummersbach;Dieringhausen;"29.03.2022";;
8757;"51647";"05374012";Gummersbach;Drieberhausen;"29.03.2022";;
8758;"51645";"05374012";Gummersbach;Dümmlinghausen;"29.03.2022";;
8759;"51647";"05374012";Gummersbach;Dümmlinghausen;"29.03.2022";;
8760;"51647";"05374012";Gummersbach;Elbach;"29.03.2022";;
8761;"51645";"05374012";Gummersbach;Erbland;"29.03.2022";;
8762;"51647";"05374012";Gummersbach;Erlenhagen;"29.03.2022";;
8763;"51647";"05374012";Gummersbach;Flaberg;"29.03.2022";;
8764;"51647";"05374012";Gummersbach;Frömmersbach;"29.03.2022";;
8765;"51647";"05374012";Gummersbach;Grünenthal;"29.03.2022";;
8766;"51647";"05374012";Gummersbach;Gummeroth;"29.03.2022";;
8767;"51643";"05374012";Gummersbach;Gummersbach;"29.03.2022";;
8768;"51645";"05374012";Gummersbach;Gummersbach;"29.03.2022";;
8769;"51647";"05374012";Gummersbach;Gummersbach;"29.03.2022";;
8770;"51645";"05374012";Gummersbach;Höfen;"29.03.2022";;
8771;"51645";"05374012";Gummersbach;Hömel;"29.03.2022";;
8772;"51647";"05374012";Gummersbach;Hagen;"29.03.2022";;
8773;"51647";"05374012";Gummersbach;Hardt;"29.03.2022";;
8774;"51643";"05374012";Gummersbach;Hardt-Hanfgarten;"29.03.2022";;
8775;"51647";"05374012";Gummersbach;Helberg;"29.03.2022";;
8776;"51647";"05374012";Gummersbach;Herreshagen;"29.03.2022";;
8777;"51647";"05374012";Gummersbach;Hesselbach;"29.03.2022";;
8778;"51645";"05374012";Gummersbach;Hunstig;"29.03.2022";;
8779;"51647";"05374012";Gummersbach;Hülsenbusch;"29.03.2022";;
8780;"51647";"05374012";Gummersbach;Kalkkuhl;"29.03.2022";;
8781;"51643";"05374012";Gummersbach;Karlskamp;"29.03.2022";;
8782;"51647";"05374012";Gummersbach;Koverstein;"29.03.2022";;
8783;"51647";"05374012";Gummersbach;Lantenbach;"29.03.2022";;
8784;"51647";"05374012";Gummersbach;Lieberhausen;"29.03.2022";;
8785;"51645";"05374012";Gummersbach;Liefenroth;"29.03.2022";;
8786;"51645";"05374012";Gummersbach;Lobscheid;"29.03.2022";;
8787;"51645";"05374012";Gummersbach;Luttersiefen;"29.03.2022";;
8788;"51647";"05374012";Gummersbach;Lützinghausen;"29.03.2022";;
8789;"51645";"05374012";Gummersbach;Mühle;"29.03.2022";;
8790;"51647";"05374012";Gummersbach;Neuenhaus;"29.03.2022";;
8791;"51647";"05374012";Gummersbach;Neuenschmiede;"29.03.2022";;
8792;"51647";"05374012";Gummersbach;Niedergelpe;"29.03.2022";;
8793;"51647";"05374012";Gummersbach;Niedernhagen;"29.03.2022";;
8794;"51645";"05374012";Gummersbach;Niederseßmar;"29.03.2022";;
8795;"51647";"05374012";Gummersbach;Nochen;"29.03.2022";;
8796;"51647";"05374012";Gummersbach;Oberrengse;"29.03.2022";;
8797;"51645";"05374012";Gummersbach;Ohmig;"29.03.2022";;
8798;"51647";"05374012";Gummersbach;Peisel;"29.03.2022";;
8799;"51647";"05374012";Gummersbach;Piene;"29.03.2022";;
8800;"51645";"05374012";Gummersbach;Rebbelroth;"29.03.2022";;
8801;"51647";"05374012";Gummersbach;Recklinghausen;"29.03.2022";;
8802;"51643";"05374012";Gummersbach;Reininghausen;"29.03.2022";;
8803;"51645";"05374012";Gummersbach;Remmelsohl;"29.03.2022";;
8804;"51647";"05374012";Gummersbach;Rodt;"29.03.2022";;
8805;"51643";"05374012";Gummersbach;Rospe;"29.03.2022";;
8806;"51645";"05374012";Gummersbach;Schönenberg;"29.03.2022";;
8807;"51645";"05374012";Gummersbach;Schneppsiefen;"29.03.2022";;
8808;"51647";"05374012";Gummersbach;Schusterburg;"29.03.2022";;
8809;"51647";"05374012";Gummersbach;Sonnenberg;"29.03.2022";;
8810;"51643";"05374012";Gummersbach;Steinenbrück;"29.03.2022";;
8811;"51647";"05374012";Gummersbach;Straße;"29.03.2022";;
8812;"51643";"05374012";Gummersbach;Strombach;"29.03.2022";;
8813;"51647";"05374012";Gummersbach;Unnenberg;"29.03.2022";;
8814;"51647";"05374012";Gummersbach;Veste;"29.03.2022";;
8815;"51645";"05374012";Gummersbach;Vollmerhausen;"29.03.2022";;
8816;"51647";"05374012";Gummersbach;Wörde;"29.03.2022";;
8817;"51647";"05374012";Gummersbach;Waldesruh;"29.03.2022";;
8818;"51647";"05374012";Gummersbach;Wasserfuhr;"29.03.2022";;
8819;"51647";"05374012";Gummersbach;Windhagen;"29.03.2022";;
8820;"51647";"05374012";Gummersbach;Würden;"29.03.2022";;
8821;"42781";"05158008";Haan;Gruiten;"29.03.2022";;
8822;"42781";"05158008";Haan;Haan;"29.03.2022";;
8823;"58089";"05914000";Hagen;Altenhagen;"29.03.2022";;
8824;"58097";"05914000";Hagen;Altenhagen;"29.03.2022";;
8825;"58093";"05914000";Hagen;Berchum;"29.03.2022";;
8826;"58099";"05914000";Hagen;Berchum;"29.03.2022";;
8827;"58089";"05914000";Hagen;Boele;"29.03.2022";;
8828;"58093";"05914000";Hagen;Boele;"29.03.2022";;
8829;"58097";"05914000";Hagen;Boele;"29.03.2022";;
8830;"58099";"05914000";Hagen;Boele;"29.03.2022";;
8831;"58091";"05914000";Hagen;Dahl;"29.03.2022";;
8832;"58091";"05914000";Hagen;Eilpe;"29.03.2022";;
8833;"58093";"05914000";Hagen;Eilpe;"29.03.2022";;
8834;"58091";"05914000";Hagen;Emst;"29.03.2022";;
8835;"58093";"05914000";Hagen;Emst;"29.03.2022";;
8836;"58099";"05914000";Hagen;Garenfeld;"29.03.2022";;
8837;"58089";"05914000";Hagen;Haspe;"29.03.2022";;
8838;"58135";"05914000";Hagen;Haspe;"29.03.2022";;
8839;"58093";"05914000";Hagen;Hochschulviertel;"29.03.2022";;
8840;"58095";"05914000";Hagen;Hochschulviertel;"29.03.2022";;
8841;"58097";"05914000";Hagen;Hochschulviertel;"29.03.2022";;
8842;"58093";"05914000";Hagen;Hohenlimburg;"29.03.2022";;
8843;"58099";"05914000";Hagen;Hohenlimburg;"29.03.2022";;
8844;"58119";"05914000";Hagen;Hohenlimburg;"29.03.2022";;
8845;"58093";"05914000";Hagen;Lennetal;"29.03.2022";;
8846;"58099";"05914000";Hagen;Lennetal;"29.03.2022";;
8847;"58089";"05914000";Hagen;Mittelstadt;"29.03.2022";;
8848;"58091";"05914000";Hagen;Mittelstadt;"29.03.2022";;
8849;"58093";"05914000";Hagen;Mittelstadt;"29.03.2022";;
8850;"58095";"05914000";Hagen;Mittelstadt;"29.03.2022";;
8851;"58097";"05914000";Hagen;Mittelstadt;"29.03.2022";;
8852;"58089";"05914000";Hagen;Vorhalle;"29.03.2022";;
8853;"58089";"05914000";Hagen;Wehringhausen;"29.03.2022";;
8854;"58091";"05914000";Hagen;Wehringhausen;"29.03.2022";;
8855;"58095";"05914000";Hagen;Wehringhausen;"29.03.2022";;
8856;"58091";"05914000";Hagen;Stadt Breckerfeld;"29.03.2022";;
8857;"58097";"05914000";Hagen;Ischeland;"29.03.2022";;
8858;"33790";"05754012";Halle (Westf.);Ascheloh;"29.03.2022";;
8859;"33790";"05754012";Halle (Westf.);Bokel;"29.03.2022";;
8860;"33790";"05754012";Halle (Westf.);Eggeberg;"29.03.2022";;
8861;"33790";"05754012";Halle (Westf.);Hörste;"29.03.2022";;
8862;"33790";"05754012";Halle (Westf.);Halle;"29.03.2022";;
8863;"33790";"05754012";Halle (Westf.);Hesseln;"29.03.2022";;
8864;"33790";"05754012";Halle (Westf.);Kölkebeck;"29.03.2022";;
8865;"33790";"05754012";Halle (Westf.);Künsebeck;"29.03.2022";;
8866;"59969";"05958020";Hallenberg;Braunshausen;"29.03.2022";;
8867;"59969";"05958020";Hallenberg;Hallenberg;"29.03.2022";;
8868;"59969";"05958020";Hallenberg;Hesborn;"29.03.2022";;
8869;"59969";"05958020";Hallenberg;Liesen;"29.03.2022";;
8870;"45721";"05562016";Haltern am See;Flaesheim;"29.03.2022";;
8871;"45721";"05562016";Haltern am See;Haltern;"29.03.2022";;
8872;"45721";"05562016";Haltern am See;Hamm-Bossendorf;"29.03.2022";;
8873;"45721";"05562016";Haltern am See;Holtwick;"29.03.2022";;
8874;"45721";"05562016";Haltern am See;Hullern;"29.03.2022";;
